match_id,date,group,team_a,team_b,final_score_a,final_score_b,outcome,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,t30_p_team_a_win,t30_p_draw,t30_p_team_b_win,t30_bet_pick,t30_bet_stake_usd,t30_reasoning,t30_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m11,2026-06-14,E,Côte d'Ivoire,Ecuador,1,0,team_a_win,0.32,0.3,0.38,team_b_win,25,"Ecuador enter unbeaten since a 2024 loss to Brazil, conceded just one goal in qualifying, and are missing nothing significant, while Côte d'Ivoire will be without injured center-back Evan N'Dicka. Both sides are defensively disciplined, so a tight, low-scoring game with high draw equity is likely; Ecuador's superior defensive record and form make them the slight value pick at +151 (implied ~40%) versus my ~38% estimate, so a modest stake is warranted.",https://www.foxsports.com/soccer/fifa-world-cup-men-ivory-coast-vs-ecuador-jun-14-2026-game-boxscore-647626 | https://www.si.com/soccer/cote-divoire-vs-ecuador-world-cup-preview-predictions-lineups-6-14-26 | https://www.sportsmole.co.uk/football/ivory-coast/world-cup-2026/preview/ivory-coast-vs-ecuador-prediction-team-news-lineups_599029.html,,,,,,,,incorrect,True,unlucky,"I underweighted Côte d'Ivoire's individual attacking quality on the wings (Diomande, Diallo) being able to convert a single chance even against a watertight defense, and possibly overweighted N'Dicka's absence given their squad depth.",Ecuador's unbeaten run and defensive record—form streaks against weaker opposition don't guarantee they outperform a quality opponent in a single low-event game.,"In a 1-0 game decided by a single goal, if Ecuador had converted one of their counter chances or Côte d'Ivoire's lone goal had been ruled out, the result flips entirely—it was a coin-flip outcome.","no, the probabilities were close to a three-way toss-up and Ecuador was a defensible small-value pick; one binary result shouldn't overturn process-sound reasoning.",0.7,,10
m12,2026-06-14,F,Sweden,Tunisia,5,1,team_a_win,0.53,0.27,0.2,team_a_win,30,"Sweden's attacking trio of Gyokeres, Isak and Elanga gives them a clear edge over a Tunisia side that conceded heavily in warm-ups (0-1 Austria, 0-5 Belgium) and may be without injured star Hannibal Mejbri. Opta models Sweden at 52.3% vs Tunisia 22.7%, closely matching market odds around -110/-115, so there's little value edge on the moneyline; the small stake reflects a sound but fairly-priced favorite rather than a strong mispricing. Tunisia's disciplined defensive organization and Sweden's chaotic qualifying form keep meaningful draw risk in play.",https://theanalyst.com/articles/sweden-vs-tunisia-prediction-world-cup-2026-match-preview | https://www.espn.com/soccer/match/_/gameId/760424/tunisia-sweden | https://vsin.com/soccer/sweden-vs-tunisia-prediction-2026-fifa-world-cup-preview-and-pick/,,,,,,,,correct,True,neither,"I underweighted the margin: Sweden's attacking talent and Tunisia's 0-5 collapse vs Belgium signaled blowout potential, yet I still priced meaningful draw risk (0.27) rather than leaning harder into a comfortable Sweden win.","Tunisia's defensive organization and clean CAF qualifying record, which I let inflate the draw probability despite clear evidence their backline crumbled against quality attacks in warm-ups.","If Mejbri had been fit and Tunisia had defended at their qualifying level, the scoreline would likely have been far tighter, but a Sweden win was still the probable outcome.","no, the team_a_win pick was correct and well-reasoned, though in hindsight a goals or handicap market would have offered better value given the lopsided final score.",0.8,,11
m13,2026-06-15,H,Spain,Cabo Verde,0,0,draw,0.82,0.13,0.05,no_bet,0,"Spain (FIFA #2, reigning Euro champions, 30 matches unbeaten) are heavy favorites at roughly -1100 to -1400 ML against debutants Cabo Verde (#67), implying ~85%+ win probability with no value left for a bettor. Although Yamal and Nico Williams may be eased back from hamstring injuries, Spain's squad depth still dwarfs Cabo Verde's, but the priced-in odds offer no edge and the draw/upset paths are too thin to stake. Cabo Verde have scored well recently (10 goals in last 5), yet face a far stronger opponent, so I pass rather than bet into a no-value favorite.",,,,,,,,,incorrect,False,neither,"World Cup openers are often cagey, low-scoring affairs, and a heavy favorite easing back injured key attackers (Yamal, Nico Williams) can struggle to break down a deep, motivated debutant defense parking the bus.","Spain's overall quality gap and unbeaten streak, which I converted into an 82% win probability without enough discount for opening-match caution and finishing variance against a packed defense.","If Spain had started a fully fit Yamal and Nico Williams from the first whistle, their attacking edge likely converts at least one of their chances into a winning goal.","no, my no_bet decision was correct on a no-value favorite, and a 0-0 draw vindicates avoiding the team_a_win stake the odds were tempting toward.",0.7,,12
m14,2026-06-15,G,IR Iran,New Zealand,2,2,draw,0.52,0.27,0.21,team_a_win,30,"Iran enter on a three-game winning run with superior tournament experience and a clear quality edge through Taremi, aligning with the Opta supercomputer's 53.8% win probability versus New Zealand's 20.4%. New Zealand are the lowest-ranked side in the field, have won just one of their last 11 games, and have never won a World Cup match, though their organization and Wood's aerial threat give them a real chance to frustrate a logistically-disrupted Iran. A modest stake reflects solid value on Iran without overcommitting given Iran's off-field disruptions and patchy attacking form against compact defenses.",,,,,,,,,incorrect,True,unlucky,"I underweighted New Zealand's set-piece threat through Chris Wood, which was repeatedly flagged as their clearest path to goal and likely produced their two strikes despite their poor general form.",I gave too much weight to Iran's three-game winning run and tournament experience while underplaying the concrete warning signs of rust from their domestic league suspension and patchy scoring against organized defenses.,"If Iran's defenders had won the key aerial duels against Wood as their tactical plan demanded, they likely keep a clean sheet and win comfortably.","no, the draw probability I assigned (27%) was reasonable and a single 2-2 result doesn't invalidate Iran being the correct favorite; the stake was appropriately modest given the acknowledged disruptions.",0.7,,13
m15,2026-06-15,H,Saudi Arabia,Uruguay,1,1,draw,0.14,0.21,0.65,team_b_win,25,"Uruguay are heavy favorites (Opta supercomputer ~64.7%, bet365 -200), sitting 45 FIFA places above Saudi Arabia with a vastly superior squad led by Núñez and Valverde, while Saudi Arabia are in poor form (one win in seven). The main risks are Bielsa's low-scoring tendency and Uruguay's defensive injuries, so I value Uruguay at roughly -200 odds (implied ~0.65) with no edge to overbet — a moderate stake is justified. The draw at +333 carries some live equity given Saudi Arabia's deep-block approach, capping how confident the bet should be.",https://theanalyst.com/articles/saudi-arabia-vs-uruguay-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-saudi-arabia-vs-uruguay-06-15-26-world-cup-2026/ | https://www.covers.com/world-cup/saudi-arabia-vs-uruguay-prediction-picks-odds-monday-6-15-2026,,,,,,,,incorrect,True,unlucky,"I underweighted how effectively Saudi Arabia's deep-block, frustrate-and-counter setup could neutralize Uruguay, combined with Bielsa's persistent inability to have his sides score more than once per game—both signals I noted but didn't fully price in.","The raw squad-quality and FIFA-ranking gap, which matters less in a single low-event match where a disciplined underdog can hold a favorite to one goal.","If Uruguay had converted just one more of the chances their territorial control should have produced, or if Saudi Arabia's low block had cracked once more, the expected 1-0/2-0 favorite win materializes instead of the draw.","no, the 25% Uruguay-win stake was reasonable expected value at -200 given a genuine ~65% edge, and a single adverse outcome doesn't invalidate the process—though the draw's +333 live equity I flagged is exactly what hit.",0.7,,14
m16,2026-06-15,G,Belgium,Egypt,1,1,draw,0.58,0.25,0.17,team_a_win,35,"Belgium are unbeaten in 13 (5-0 over Tunisia in their final warm-up), top a deeper squad with De Bruyne, Doku and Courtois, and sit well above Egypt in quality, though Egypt's Salah/Marmoush transition threat and Belgium's shaky defense keep a draw live. Market consensus (Kalshi ~61% Belgium, bet365 -150) aligns with my read, so I back Belgium but stake conservatively given the value is roughly fair rather than a clear edge. Egypt's organized, counter-heavy setup and Belgium's defensive vulnerabilities make an outright Egypt win the least likely outcome.",https://theanalyst.com/articles/belgium-vs-egypt-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-belgium-vs-egypt-06-15-26-world-cup-2026/ | https://www.rotowire.com/soccer/article/belgium-vs-egypt-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-g-118093 | https://www.cbssports.com/soccer/news/belgium-vs-egypt-world-cup-2026-preview-predictions-watch/,,,,,,,,incorrect,True,unlucky,I underweighted how effectively Egypt's compact double pivot could neutralize De Bruyne and how Salah/Marmoush in transition could exploit Belgium's defense for a goal—exactly the risk I named but priced too low.,"Belgium's 13-match unbeaten run and 5-0 Tunisia rout, which were partly inflated by weak opposition and didn't reflect their genuine defensive fragility against a quality counter-attacking side.","If Belgium had converted one of De Bruyne's chances or Egypt's finishing had been slightly less clinical, a 2-1 Belgium win was the most likely scoreline and the bet wins.","no, the 58% Belgium win probability and 25% draw I assigned were reasonable, my stake was appropriately conservative, and a draw landing in a quarter-likelihood outcome doesn't invalidate the process.",0.75,,15
m17,2026-06-16,J,Austria,Jordan,3,1,team_a_win,0.67,0.21,0.12,draw,15,"Austria are clear favorites (market ~ -300, ~70%) with the deeper, more experienced squad, Rangnick's pressing and a strong defensive record, while Jordan are missing top qualifying scorer Al-Naimat and will likely sit deep on their World Cup debut. I price Austria slightly below market because World Cup openers tend to be cagey and Jordan's compact 3-4-3/5-3-2 counter setup is built to frustrate, which nudges the draw up. The favorite at -300 offers no value, but the draw at ~+425 looks marginally underpriced, so a small disciplined stake there.",https://www.espn.com/soccer/match/_/gameId/760431/jordan-austria | https://vsin.com/soccer/austria-vs-jordan-prediction-2026-fifa-world-cup-preview-and-pick/ | https://www.rotowire.com/soccer/article/austria-vs-jordan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-j-118225 | https://footballwhispers.com/blog/austria-vs-jordan-prediction-betting-tips-preview-world-cup-2026/,,,,,,,,correct,True,neither,"I underweighted how decisively Austria's squad and attacking superiority would translate into a comfortable multi-goal win, especially with Jordan's forward line gutted by the loss of top scorer Al-Naimat leaving them unable to punish.","The 'World Cup opener will be cagey/low-scoring' narrative and Jordan's ability to frustrate by sitting deep, which led me to inflate the draw probability above the market and bet on it.","If Jordan had a fully fit first-choice attack (notably Al-Naimat) to punish on the counter, the game might have stayed tight longer, but given the 3-1 margin Austria were clearly the better side and the winner likely wouldn't have changed.","yes, I'd drop the draw stake since it was a contrarian lean against an efficient market with no real edge, and either no-bet or back the favorite.",0.8,,16
m18,2026-06-16,I,France,Senegal,3,1,team_a_win,0.63,0.21,0.16,team_b_win,12,"France are clear favorites with elite attacking depth (Mbappé, Dembélé, Olise) and strong form, and models/markets cluster them around 63-68% (Opta 64.8%, Kalshi 68%, devigged books ~65%). But the favorite is priced at heavy juice (-210/-220) and the draw at ~+340, leaving both negative-EV against my estimates; only Senegal — unbeaten in qualifying, defensively solid (5 clean sheets in last 7), and dangerous on the counter through Mané versus France's attacking fullbacks and leaky back line — offers marginal long-shot value at +600 relative to my ~16% read, so a small disciplined stake on the underdog is the only positive-EV side.",https://theanalyst.com/articles/france-vs-senegal-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-france-vs-senegal-06-16-26-world-cup-2026/ | https://www.espn.com/soccer/odds/_/gameId/760432 | https://www.cbssports.com/soccer/news/france-senegal-odds-prediction-time-2026-world-cup-picks-best-bets/,,,,,,,,partially_correct,True,neither,"I underweighted how decisively France's superior attacking class would convert chance volume into multiple goals; Senegal scored as I expected, but the quality gap produced a comfortable 3-1 rather than the tight one-goal game I pictured.","The 'leaky French back line / 2002 upset / tournament-opener variance' narrative, which inflated Senegal to 16% and, worse, justified a contrarian long-shot bet.","Even if Senegal had landed an early counter through Mané, France's depth and finishing likely still win the game; flipping the result would have required clinical Senegalese efficiency plus uncharacteristic French profligacy.","yes — the Senegal edge (16% vs ~14% implied) was within estimation noise and Kelly sized it near zero (~$2), so the disciplined call was no_bet rather than a $12 stake, and backing the favorite was -EV behind the juice.",0.8,,17
m19,2026-06-16,I,Iraq,Norway,1,4,team_b_win,0.08,0.15,0.77,no_bet,0,"Norway are clear favourites: a flawless UEFA qualifying campaign (8/8 wins, 37 goals, 5 conceded), Haaland (16 qualifying goals), Ødegaard and Sørloth, versus an Iraq side that qualified last via a playoff and is set up by Graham Arnold to sit deep and frustrate. My ~0.77 Norway estimate matches the Opta supercomputer (77.4%) and the de-vigged market, but it sits below the bookmaker break-even for every outcome (Norway -450/-525 implies ~82-84%, draw ~16%, Iraq ~8%), so none of the three offers positive expected value. With no edge over an efficient line, the disciplined call is to pass.",https://theanalyst.com/articles/iraq-vs-norway-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-iraq-vs-norway-06-16-26-world-cup-2026/ | https://www.espn.com/soccer/match/_/gameId/760430/norway-iraq | https://www.racingpost.com/sport/football-tips/world-cup-2026/iraq-vs-norway-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-aaXwW1a7805C/,,,,,,,,correct,True,neither,"Norway's attacking ceiling in this specific game — my reasoning hinted at a low-scoring 1-0/2-0 win, while their qualifying scoring rate (4.6/game) should have flagged a multi-goal margin as very plausible.","Iraq's defensive resilience under Arnold — I leaned on the 'deep block frustrates the favourite' narrative, but Norway's quality produced a comfortable rout rather than the tight grind I implied.","Even if Iraq had survived the opening 30 minutes intact, Norway's firepower made a comfortable win the overwhelmingly likely path, so the result almost certainly would not have changed.","no — no_bet was process-correct because Norway's de-vigged price (~82%) still exceeded my ~77% estimate, and one favourite winning doesn't retroactively create the edge that was absent.",0.8,,18
m20,2026-06-16,J,Argentina,Algeria,3,0,team_a_win,0.7,0.19,0.11,no_bet,0,"Argentina (defending champions, Messi/Alvarez/Lautaro, 7-game win streak) are heavy favorites over a competent but clearly weaker Algeria; my estimate (~70/19/11) matches the no-vig market almost exactly (DraftKings/FanDuel ~ -255/-270, Kalshi 71/20/11). Because there's no meaningful gap between my probabilities and the prices, no outcome offers positive expected value — the favorite's payout is too small (-255 = ~3.9% return on a 70% chance) and the longshots carry the usual favorite-longshot bias. Kelly sizing is effectively zero or negative across all three options, so the disciplined choice is no bet.",https://theanalyst.com/articles/argentina-vs-algeria-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-argentina-vs-algeria-06-16-26-world-cup-2026/ | https://bleacherreport.com/articles/25440699-messi-argentina-vs-algeria-top-storylines-odds-live-stream-world-cup-2026 | https://www.msn.com/en-us/sports/soccer/argentina-vs-algeria-picks-predictions-odds-for-world-cup-tuesday/ar-AA25HKd0,,,,,,,,correct,True,neither,I slightly underweighted how total Argentina's control would be — a 3-0 clean sheet sits at the dominant end of my distribution — though one match is thin evidence and doesn't really prove miscalibration.,"The upset/draw risk: ~30% combined on draw-or-Algeria partly reflected Messi's hamstring management and the 2022 Saudi-opener cautionary tale, neither of which materialized.","If Algeria had converted an early transition chance through Mahrez behind the full-backs (the one path I flagged), the game might have been tense for a while, but the 3-0 margin suggests Argentina would most likely have won regardless.","no — the result confirms the favorite but the prices were still efficient with no positive-EV edge, and changing my call based on one outcome would be results-oriented thinking.",0.82,,19
m21,2026-06-17,K,Portugal,Congo DR,1,1,draw,0.75,0.17,0.08,no_bet,0,"Portugal are elite and in excellent form (one loss in their last 13), while DR Congo are 46th-ranked debutants returning after 52 years, so a Portugal win is clearly most likely. However, the market already prices Portugal at roughly -360 (implied ~0.74 no-vig), which matches my own estimate, so the money line offers no positive expected value; the draw (+460) and Congo (+1000) are also fairly priced against my numbers. With no edge on any of the three outcomes, the disciplined decision is to pass.",https://www.cbssports.com/soccer/news/portugal-dr-congo-odds-prediction-time-2026-world-cup-picks-best-bets/ | https://www.espn.com/soccer/match//gameId/760435/congo-dr-portugal | https://www.espn.com/soccer/story//id/49069166/fifa-world-cup-2026-portugal-vs-dr-congo-channel-how-watch-kickoff-live-stream-referee-predicted-line-ups,,,,,,,,partially_correct,True,neither,"The elevated base rate of cagey, low-scoring World Cup openers where heavy favorites drop points, plus the difficulty of breaking down a motivated, physically strong debutant defense parking the bus.","Portugal's gaudy recent scoring form (the nine-goal qualifier and over-2.5 friendlies), which I let imply a comfortable win rather than treating tournament-opener conditions as a dampener.","If Portugal had converted just one of the clear chances I'd flagged Ronaldo as prone to missing, they almost certainly win 1-0 or 2-1, so a single finishing moment changes the result.","no, my no_bet call was vindicated since a Portugal money-line stake at -360 would have lost and the draw confirmed there was no value in the favorite.",0.7,,20
m22,2026-06-17,L,England,Croatia,4,2,team_a_win,0.56,0.25,0.19,team_a_win,35,"England enter as clear favorites (~-140), riding 11 straight competitive wins and a perfect 8-for-8 qualifying campaign with zero goals conceded, and have beaten this aging, out-of-form Croatia side in their last two meetings. My ~56% estimate aligns with both the Opta supercomputer (55.9%) and the de-vigged market, so there is little pure value, but England's dominant form supports a modest stake while the live draw/upset risk against a tournament-savvy Croatia caps confidence.",https://theanalyst.com/articles/england-vs-croatia-prediction-world-cup-2026-match-preview | https://vsin.com/soccer/england-vs-croatia-prediction-2026-fifa-world-cup-preview-and-pick/ | https://www.sportsgambler.com/betting-tips/football/england-vs-croatia-prediction-lineups-odds-2026-06-17/ | https://www.sportsmole.co.uk/football/england/world-cup-2026/news/england-vs-croatia-injury-suspension-list-predicted-xis_599301.html,,,,,,,,correct,True,neither,"I underweighted how open and high-scoring the game would be—Croatia scored twice, contradicting the consensus 'low-scoring, controlled night' lean I anchored on given England's qualifying clean-sheet record.","Croatia's reputation for keeping games tight and the draw/upset risk, which made me hedge my stake and cap confidence even though England's attacking quality produced a comfortable 2-goal margin.","If England's defense had matched its qualifying solidity it would have been a cleaner scoreline, but the winner would not have changed—the England-win result looks robust.","no, England on the moneyline was the correct and most defensible pick; in hindsight the over-2.5/both-teams-to-score markets some previews flagged would also have hit, but my core 1X2 bet won.",0.82,,21
m23,2026-06-17,L,Ghana,Panama,1,0,team_a_win,0.36,0.27,0.37,team_b_win,20,"There's a sharp split between markets and models: bet365 makes Ghana slight favorites (+100 / Panama +260), but Opta's supercomputer gives Panama 45.2% vs Ghana's 29.6%, and Panama is ranked 34th to Ghana's 73rd while arriving in far better form (undefeated qualifying, recent Gold Cup final and Nations League runner-up) against a Ghana side that lost six of its last seven. I treat the game as near a coin flip, with Ghana's individual talent (Semenyo, Williams, Partey) offsetting Panama's structural edge, which leaves Panama at +260 as the clear value side; I stake modestly because the betting market disagreeing with me is a real caution flag.",https://theanalyst.com/articles/ghana-vs-panama-prediction-world-cup-2026-match-preview | https://www.espn.com/soccer/story/_/id/49068930/ghana-vs-panama-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups | https://www.squawka.com/us/news/world-cup/match-preview-ghana-vs-panama-06-17-26-world-cup-2026/,,,,,,,,partially_correct,True,neither,"I underweighted the sharp betting market's signal — it favored Ghana despite worse ranking/form, and that information (Ghana's individual attacking quality translating to goals) proved decisive.","I leaned too hard on the Opta supercomputer's Panama projection and the FIFA ranking/recent-form gap, treating the model-vs-market divergence as a value edge when the market was better informed.","The match was decided by a single goal, so if Ghana's one finish hadn't gone in it would have been a draw or Panama win — meaning my coin-flip read was directionally close even though the bet lost.","yes — I'd defer more to the sharp market favorite and either pass or stake smaller, though I'd caution against over-updating since a single one-goal loss is weak evidence against a process that was +EV under my model.",0.6,,22
m24,2026-06-17,K,Uzbekistan,Colombia,1,3,team_b_win,0.13,0.21,0.66,team_a_win,15,"Colombia is the deserved heavy favorite — superior squad (Díaz, James, Suárez), CONMEBOL pedigree vs. World Cup debutants — and my 66% Colombia win estimate matches the de-vigged market (Opta 62%, Dimers 68%, Kalshi ~72% pre-vig). Colombia and the draw therefore offer no edge after the bookmaker margin. The only identifiable value is Uzbekistan at the best-available +800 (≈11.1% implied), which sits slightly below my ~13% estimate; their compact 3-4-2-1 under Cannavaro plus the Azteca's ~2,250m altitude, which blunts a favorite's tempo, justify a small upset-value stake despite high variance.",https://theanalyst.com/articles/uzbekistan-vs-colombia-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-uzbekistan-vs-colombia-06-17-26-world-cup-2026/ | https://news.sportsinteraction.com/soccer/fifa-world-cup/story/uzbekistan-vs-colombia-odds-prediction-061826-217220 | https://www.dimers.com/bet-hub/swc/schedule/2026_1_uzb_col,,,,,,,,partially_correct,True,neither,Colombia's attacking quality (Díaz/James/Suárez) was decisive enough to overcome the altitude and shaky warm-up form I leaned on; a 3-1 confirms the class gap dominated the conditions.,"The Azteca altitude 'leveler' and Colombia's slow friendlies — these were the basis for nudging Uzbekistan to 13% and a value bet, and they did not materially close the gap.",Probably not — a comfortable two-goal margin suggests the quality gap was wide enough that a different early goal or Masharipov's availability would not have flipped the result.,"yes — I'd take no_bet, since my Uzbekistan edge rested on a ~13% vs ~11% gap that sat within my own estimation noise and on speculative leveling factors.",0.8,,23
m25,2026-06-18,A,Mexico,Korea Republic,1,0,team_a_win,0.47,0.28,0.25,no_bet,0,"Mexico are deserved narrow home favorites given their four-game winning run, a clean-sheet opener, a perfect World Cup H2H vs Korea, and a fervent Guadalajara crowd, though Montes is suspended and Quiñones is a doubt. Korea's attacking quality (Son, Lee Kang-in, Hwang In-beom) keeps it close, consistent with Opta's ~49% Mexico read and a roughly evens market (Mexico +100, Draw +240, Korea ~+330). My probabilities track the de-vigged market almost exactly, so after the bookmaker margin no outcome offers a clear edge—hence no bet.",https://theanalyst.com/articles/mexico-vs-south-korea-prediction-world-cup-2026-match-preview | https://onefootball.com/en/news/mexico-vs-south-korea-prediction-world-cup-2026-preview-best-bets-43011422 | https://www.sportytrader.com/en/betting-tips/mexico-south-korea-354306/ | https://www.si.com/soccer/mexico-vs-south-korea-world-cup-preview-predictions-lineups-6-18-26 | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021442,,,,,,,,correct,True,neither,"I underweighted Mexico's defensive solidity without Montes—Álvarez dropping into the backline held a clean sheet, so the shutout was firmer than my 'open game' lean implied.",Korea's attacking threat and the 'both teams to score' narrative; I gave Son/Lee Kang-in/Hwang slightly too much credit given Korea failed to score.,"If Korea had converted one of their chances—Son's finishing was already in question—the match likely ends a 1-1 draw, my second-ranked outcome.","no, the favorite winning a tight game by one goal is exactly the efficient-market scenario I modeled, and a single result doesn't reveal an edge I could have exploited.",0.72,,24
m26,2026-06-18,B,Canada,Qatar,6,0,team_a_win,0.71,0.18,0.11,no_bet,0,"Canada are strong favourites at home in Vancouver (FIFA 30th vs 56th), with the Opta supercomputer giving them 72.9% and bookmakers pricing them around 2/7; Qatar were heavily outplayed by Switzerland and are winless in seven. My ~71% estimate for a Canada win sits below the ~78% break-even implied by 2/7, so backing the favourite is negative EV, while any edge on the draw or a Qatar upset is too thin and odds-dependent to claim confidently. The disciplined play in a fairly priced market is no bet.",https://theanalyst.com/articles/canada-vs-qatar-prediction-world-cup-2026-match-preview | https://www.compare.bet/news/canada-vs-qatar-betting-preview-predictions-tips-and-live-odds | https://www.si.com/soccer/canada-vs-qatar-world-cup-preview-predictions-lineups-6-18-26 | https://www.rotowire.com/soccer/article/canada-vs-qatar-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-b-118506,,,,,,,,correct,True,neither,"I underweighted Qatar's defensive fragility — they had already conceded 26 shots and 3.2 xG to Switzerland, so the gap was wide enough that a blowout, not just a win, was a real possibility; my 18% draw and 11% Qatar-win mass was likely too generous.","Canada's nervy, wasteful opener against Bosnia and Qatar's 'plucky frustrator' narrative from their lucky late draw — I treated Canada's finishing problems and Qatar's resilience as more durable than they were.","Given the quality gap, Canada almost certainly still win even if Qatar's keeper holds his MD1 form or Canada start slow — only the margin, not the outcome, plausibly changes.","no — backing a ~2/7 favourite was still thin/negative EV by my own framework, and resisting outcome bias, the no-bet was process-sound; the real value, if any, sat in goals/handicap markets I didn't price.",0.82,,25
m27,2026-06-18,B,Switzerland,Bosnia and Herzegovina,4,1,team_a_win,0.58,0.27,0.15,draw,20,"Switzerland are deserved favorites (Opta 61.6%, Kalshi 61/24/16) given the deeper squad, settled spine and territorial dominance over Qatar, but they scored just once from ~26 shots and have one win in their last six, while Bosnia have drawn each of their last several competitive games (mostly 1-1) behind a disciplined low block. That combination of Swiss wastefulness in front of goal plus Bosnia's extreme draw tendency makes the draw look modestly underpriced versus the ~24% market line, so I take a small value position on the draw rather than the efficiently-priced Swiss win. Low conviction and a marginal edge keep the stake small.",,,,,,,,,partially_correct,True,neither,"I underweighted the high likelihood of positive finishing regression for Switzerland — a side that takes 26 shots and 10 on target rarely stays wasteful two games running, and a clinical day was arguably the most predictable outcome on the card.","Bosnia's recent run of 1-1 draws — I treated a small-sample scoreline pattern as predictive and let it pull the draw above the market consensus, ignoring the clear quality gap over a full 90 minutes plus their defensive doubts (Kolasinac/Celik).","Had Bosnia scored first and forced Switzerland to break down a deep block while still finishing as poorly as against Qatar, the cagey low-scoring game I leaned toward was plausible — but the Swiss quality advantage made a comfortable win the likeliest path regardless.","yes — I would have backed Switzerland or passed, since betting the draw actively contradicted my own forecast that a Swiss win was by far the most likely single outcome.",0.8,,26
m28,2026-06-18,A,Czechia,South Africa,1,1,draw,0.57,0.23,0.2,team_a_win,30,"Both teams lost their openers and treat this as must-win, but Czechia (ranked ~40th, 9 wins in last 13, no injuries, set-piece threat via Krejci/Schick/Coufal) holds a clear edge over a depleted South Africa that is winless in six, blunt in attack, and missing suspended midfielders Sithole and Zwane after a nine-man loss to Mexico. My Czechia win estimate (~0.57) sits just above Opta's 54.9% and the de-vigged market (~54%), giving thin value on the -130 line, so I stake modestly rather than heavily; key risks are Czechia's weak open-play creation and a cagey low-scoring game (Under 2.5 is the consensus angle). The draw (~26% de-vig) and South Africa (+370) offer no value against my numbers.",https://www.aljazeera.com/sports/2026/6/17/south-africa-plays-czechia-seeks-first-world-cup-win-after-mexico-defeat | https://www.fanduel.com/research/czechia-vs-south-africa-prediction-preview-picks-best-bets-and-lineups-for-world-cup-2026 | https://www.sportscasting.com/news/czechia-vs-south-africa-predictions-world-cup-betting-picks-odds/ | https://www.espn.com/soccer/story/_/id/49079982/fifa-world-cup-2026-czechia-vs-south-africa-channel-how-watch-kickoff-live-stream-referee-predicted-line-ups,,,,,,,,partially_correct,True,neither,"I underweighted how a deep-sitting, depleted South Africa could neutralize Czechia's set-piece-reliant attack; given Czechia's poor open-play creation (which I noted but didn't price aggressively enough), the draw equilibrium deserved more than 23%.","South Africa's suspensions and poor form as a clean Czechia edge — losing two attacking midfielders likely made Bafana more compact and defensively solid in a low block, which suited a draw rather than handing Czechia control.","It hinged on a single goal: if Czechia had converted one more chance or South Africa hadn't found their equalizer, the result matches my Czechia-win pick.","yes — at 0.57 vs a ~0.565 breakeven the true edge over the -130 line was negligible, so disciplined Kelly sizing meant a much smaller stake or no bet; this is a process correction, not result-chasing.",0.7,,27
