match_id,date,group,team_a,team_b,final_score_a,final_score_b,outcome,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,t30_p_team_a_win,t30_p_draw,t30_p_team_b_win,t30_bet_pick,t30_bet_stake_usd,t30_reasoning,t30_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m11,2026-06-14,E,Côte d'Ivoire,Ecuador,1,0,team_a_win,0.27,0.32,0.41,team_b_win,40,"Ecuador hold a narrow edge as the higher-ranked side (23rd vs 33rd) with a more cohesive, elite-level defensive core (Pacho, Hincapié, Caicedo) and proven low-concession qualification record, suiting a disciplined high-press and counter style on neutral ground. Côte d'Ivoire bring attacking threat and strong recent form (including a friendly win over France) but are weakened by Ndicka's absence and may find it hard to break down Ecuador's organized backline in what projects as a tight, low-scoring Group E opener. With both sides likely prioritizing a result over open play, Ecuador's structure and experience give them the best shot at the three points.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021467 | https://www.espn.com/soccer/story/_/id/49029367/fifa-world-cup-2026-ivory-coast-vs-ecuador-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.racingpost.com/sport/football-tips/world-cup-2026/ivory-coast-vs-ecuador-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-aOFLB3P6BDFL/ | https://www.rotowire.com/soccer/article/ivory-coast-vs-ecuador-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-e-117960,,,,,,,,incorrect,False,unlucky,Ivory Coast's attacking depth and clinical execution overcoming Ecuador's defensive structure despite Ndicka's absence,Ecuador's ranking edge and qualification defensive record as decisive in a neutral-venue World Cup opener,"If Enner Valencia had been fully fit and converted one of Ecuador's limited chances, the score could easily have been 1-1 instead of 1-0 to Ivory Coast.","yes, I would assign a higher probability to team_a_win (closer to 35%) and bet smaller or on draw in similar high-stakes low-scoring Group E-style matches",0.7,,10
m12,2026-06-14,F,Sweden,Tunisia,5,1,team_a_win,0.53,0.27,0.2,team_a_win,65,"Sweden hold a clear quality edge with Premier League attackers Isak and Gyokeres capable of breaking down Tunisia's compact block, especially after Tunisia's 0-5 friendly thrashing by Belgium exposed defensive frailties despite their strong qualifying record. Neutral venue in Mexico and Sweden's historical World Cup pedigree further tilt the scales toward the Europeans in this Group F opener. Betting markets and previews align on Sweden as ~52-55% favorites at near even-money odds offering value.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021474 | https://www.racingpost.com/sport/football-tips/world-cup-2026/sweden-vs-tunisia-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-a1p2W8G103pO/ | https://vsin.com/soccer/sweden-vs-tunisia-prediction-2026-fifa-world-cup-preview-and-pick/ | https://www.sportsmole.co.uk/football/sweden/world-cup-2026/preview/sweden-vs-tunisia-prediction-team-news-lineups_599031.html,,,,,,,,correct,True,neither,the full extent of Tunisia's defensive disorganization and vulnerability to high-quality European transitions after their recent 0-5 friendly loss,Tunisia's ability to stay compact and hard to break down with an organized defensive block,"If Hannibal Mejbri had been fully fit and started, Tunisia might have offered better midfield control and limited Sweden to a 2-1 or 3-1 win instead of the 5-1 blowout.","no, the core reasoning on Sweden's superior attacking quality and Tunisia's exposed frailties was validated by the decisive result",0.68,,11
m13,2026-06-15,H,Spain,Cabo Verde,0,0,draw,0.89,0.08,0.03,team_a_win,75,"Spain (FIFA #2, Euro 2024 champions with elite depth even when rotating stars like Yamal to the bench) face a massive mismatch against Cabo Verde (#67, World Cup debutants with solid qualifying results but far inferior squad quality and experience). Betting markets and previews consistently price Spain at 87-92% implied win probability with expected comfortable victory; Cabo Verde's recent form offers little realistic hope of an upset.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021482 | https://sports.yahoo.com/articles/spain-vs-cape-verde-world-115904774.html | https://www.espn.co.uk/football/story/_/id/49047205/fifa-world-cup-2026-spain-vs-cape-verde-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.covers.com/world-cup/spain-vs-cape-verde-prediction-picks-odds-monday-6-15-2026 | https://inside.fifa.com/fifa-world-ranking/CPV?gender=men,,,,,,,,incorrect,False,unlucky,Cabo Verde's compact defensive organization and resilience allowing them to frustrate a rotated Spain side,Spain's inevitable dominance and attacking output even with squad rotation in a group opener,"If Spain had started a more attacking full-strength XI with Lamine Yamal and Nico Williams instead of rotating, they would likely have created enough chances to win rather than drawing 0-0.","yes, I would have used a much smaller stake on team_a_win or considered a small bet on draw given the risk of a cautious, low-scoring opener against a well-organized underdog",0.82,,12
m14,2026-06-15,G,IR Iran,New Zealand,2,2,draw,0.66,0.22,0.12,team_a_win,55,"Iran hold a substantial quality advantage, ranked approximately 21st in the world versus New Zealand at 85th, combined with greater international experience and stronger recent friendly results including a 5-0 win over Costa Rica. New Zealand's preparations have been undermined by heavy defeats to Haiti and England, leaving them as heavy underdogs for this Group G encounter. This mismatch points to a comfortable Iran victory in their opening match of the 2026 World Cup at SoFi Stadium.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021476 | https://www.espn.com/soccer/story//id/49045598/iran-vs-new-zealand-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.sportsmole.co.uk/football/iran/world-cup-2026/preview/iran-vs-new-zealand-prediction-team-news-lineups_599122.html | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_G | https://www.espn.com/soccer/story//id/46664763/fifa-mens-top-50-world-rankings,,,,,,,,partially_correct,True,unlucky,off-field political protests and divisions creating extra pressure or distraction for the Iranian squad,the expected comfortable dominance from the large ranking/experience gap without sufficient allowance for variance or motivation,"If the Iranian team had faced less external political pressure and protests, they likely would have maintained better focus and converted their superiority into a win rather than a 2-2 draw.","yes, I would reduce the stake on strong favorites in similar World Cup openers to account for higher variance from motivated underdogs and external factors",0.65,,13
m15,2026-06-15,H,Saudi Arabia,Uruguay,1,1,draw,0.13,0.24,0.63,team_b_win,70,"Uruguay enter as heavy favorites with a vastly superior squad (FIFA ~16th vs Saudi ~61st), elite players like Valverde, Araujo, and Nunez in top European leagues, and Bielsa's high-pressing system, while Saudi Arabia's recent form is poor (mostly losses/draw in friendlies) and relies on domestic-league talent outside Al-Dawsari. Uruguay's travel fatigue from a delayed flight is a minor concern but unlikely to offset the massive quality gap in this Group H opener. Betting markets and previews consistently price Uruguay at ~65% implied win probability with expected 2+ goal margins.",https://sports.yahoo.com/articles/preview-saudi-arabia-vs-uruguay-220500482.html | https://www.sportsgambler.com/betting-tips/football/saudi-arabia-vs-uruguay-prediction-lineups-odds-2026-06-15/ | https://www.forebet.com/en/football/matches/saudi-arabia-uruguay-2463143 | https://www.espn.com/soccer/match/_/gameId/760429/uruguay-saudi-arabia | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021486,,,,,,,,incorrect,False,unlucky,"Uruguay's fatigue from the delayed flight and late Sunday arrival (less than 24 hours before kickoff), which blunted their expected dominance more than I allowed for","Uruguay's overall squad quality, European experience, and Bielsa tactical edge as near-guarantees of a comfortable win","If Uruguay had arrived in Miami with a full extra day of rest instead of the flight-delay chaos, they would very likely have converted their quality into a win rather than a 1-1 draw.","Yes, I would have lowered the stake on Uruguay win or shifted some probability mass to draw to better account for the travel-fatigue risk I had flagged but downplayed.",0.68,,14
m16,2026-06-15,G,Belgium,Egypt,1,1,draw,0.59,0.24,0.17,team_a_win,60,"Belgium are clear favorites with superior squad quality, higher FIFA ranking (9th vs 29th for Egypt), and key creators like De Bruyne and Doku expected to dominate, while Egypt's main threat is Salah on the counter but they lack overall depth. Previews, models, and betting markets (Belgium around -155 to -170) consistently point to a Belgian win in this Group G opener despite Belgium's occasional tournament underperformance and Egypt's defensive organization. A Belgian victory is the most probable outcome with the match starting in hours at Lumen Field.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021478 | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_G | https://www.espn.com/soccer/story/_/id/49046985/belgium-vs-egypt-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups | https://www.azcentral.com/story/sports/soccer/worldcup/2026/06/14/belgium-egypt-picks-predictions-odds-world-cup-2026-monday/90488415007/ | https://oddspedia.com/football/belgium-egypt-1406,,,,,,,,partially_correct,True,unlucky,Egypt's defensive organization and counter-attacking efficiency allowing them to frustrate Belgium and snatch an equalizer,Belgium's squad superiority and attacking talent directly translating into a comfortable victory,"If Belgium had been more clinical with their early chances or if De Bruyne's creativity had produced one extra goal, the result would likely have been a Belgian win instead of a draw.","yes, I would have bet a smaller stake on team_a_win or split some on draw, since I had already flagged non-negligible risks of a tight game and Egypt's threat",0.78,,15
m17,2026-06-16,J,Austria,Jordan,3,1,team_a_win,0.72,0.19,0.09,team_a_win,75,"Austria (FIFA rank ~24) vastly outclasses Jordan (~63-64) in squad depth, experience, and recent form, with strong European results and a 5-1 friendly win over Ghana; Jordan makes its WC debut missing key striker Al-Naimat and coming off a 4-1 warm-up loss to Switzerland. Even accounting for minor Austrian absences (e.g., Baumgartner), the quality gap at a neutral venue points to a comfortable Austria victory in this Group J opener. Betting markets reflect this with Austria at heavy favorites around -280.",https://vsin.com/soccer/austria-vs-jordan-prediction-2026-fifa-world-cup-preview-and-pick/ | https://sports.yahoo.com/articles/austria-vs-jordan-picks-predictions-141729026.html | https://www.dimers.com/bet-hub/swc/schedule/2026_1_aut_jor | https://www.reuters.com/sports/soccer/austria-end-long-world-cup-exile-against-debutants-jordan-2026-06-14/ | https://www.rotowire.com/soccer/article/austria-vs-jordan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-j-118225,,,,,,,,correct,True,neither,none,none,"If Austria had been missing more key players or Jordan had converted additional chances from their remaining attackers, the margin might have narrowed but the win outcome for team_a would almost certainly have stayed the same given the large underlying quality gap.","no, the decisive 3-1 result aligned closely with the high probability and strong favoritism I assigned to team_a_win, validating the substantial stake",0.8,,16
m18,2026-06-16,I,France,Senegal,3,1,team_a_win,0.66,0.21,0.13,team_a_win,75,"France enter as overwhelming favorites with elite squad depth, Mbappé-led attack, and FIFA rank 3 vs Senegal's ~15; Opta models and betting markets (France -220) converge on ~65% win probability for the Group I opener at MetLife Stadium. Senegal pose counter-attack and set-piece threats with Mané/Jackson but lack the quality to consistently trouble France's defense. A France win is the clear value virtual bet to maximize expected return from the $100 budget.",https://theanalyst.com/articles/france-vs-senegal-prediction-world-cup-2026-match-preview | https://www.cbssports.com/soccer/news/france-senegal-odds-prediction-time-2026-world-cup-picks-best-bets/ | https://inside.fifa.com/fifa-world-ranking/men | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_I,,,,,,,,correct,True,neither,none,Senegal's counter-attacking threat and physical midfield making the match closer than it turned out,"If Mbappé had been less clinical or unavailable, Senegal's pace on the break might have made the scoreline tighter or produced an upset similar to 2002.","no, the decisive 3-1 win validated assigning the highest probability and largest stake to team_a_win as the clear favorite",0.8,,17
m19,2026-06-16,I,Iraq,Norway,1,4,team_b_win,0.08,0.13,0.79,team_b_win,65,"Norway (FIFA ~30-32nd, first WC since 1998) enter as heavy favorites vs 57th-ranked Iraq in this Group I opener, powered by world-class attackers Erling Haaland and Martin Ødegaard plus strong qualifying form. Iraq showed fight in a recent 1-1 friendly draw with (understrength) Spain but lack the quality and depth to compete with Norway's firepower on neutral ground at Gillette Stadium. Expect a controlled Norway win, likely with multiple goals.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021488 | https://inside.fifa.com/fifa-world-ranking/NOR?gender=men | https://www.espn.com/soccer/match/_/gameId/760430/norway-iraq | https://www.azcentral.com/story/sports/soccer/worldcup/2026/06/15/iraq-norway-picks-predictions-odds-world-cup-2026-tuesday/90557415007/ | https://www.whoscored.com/matches/1976997/preview/international-fifa-world-cup-2026-iraq-norway,,,,,,,,correct,True,neither,none,none,"If Iraq had parked a deeper defensive block and capitalized on one early counter, the scoreline might have been 1-2 or 2-3 instead of 1-4, but Norway's superior attacking quality and squad depth would still have delivered the win.","no, the 4-1 result directly validated my assessment of the large quality gap, Haaland/Odegaard impact, and Norway's motivation making a comfortable victory the expected outcome",0.8,,18
m20,2026-06-16,J,Argentina,Algeria,3,0,team_a_win,0.72,0.2,0.08,team_a_win,75,"Argentina, the defending champions and current FIFA #1, arrive in strong form after recent friendlies with clean sheets and have key players including Messi (mild hamstring), Álvarez, and Martínez all fit to start. Algeria (FIFA ~28-33) impressed in qualifiers but face a large quality gap against a motivated Argentina side in their Group J opener at Arrowhead Stadium. Consensus from prediction markets (Kalshi ~70% Argentina win) and previews supports a comfortable home-favorite victory.",https://www.azcentral.com/story/sports/soccer/worldcup/2026/06/15/argentina-algeria-picks-predictions-odds-world-cup-2026-tuesday/90557649007/ | https://www.covers.com/world-cup/argentina-vs-algeria-prediction-picks-odds-tuesday-6-16-2026 | https://kalshi.com/markets/kxwcgame/world-cup-game/kxwcgame-26jun16argdza | https://www.espn.com/soccer/story/_/id/49075716/argentina-calm-lionel-messi-emiliano-martinez-julian-alvarez-fit-ahead-algeria | https://inside.fifa.com/fifa-world-ranking,,,,,,,,correct,True,neither,none,none,"If Messi or other key starters had been unavailable due to their pre-match injury concerns, Algeria could have kept the score closer or forced a draw.","no, the clear Argentina win aligned with my 72% probability and high-stakes bet on team_a_win",0.8,,19
m21,2026-06-17,K,Portugal,Congo DR,1,1,draw,0.83,0.12,0.05,team_a_win,80,"Portugal (FIFA #5, star-studded squad with Ronaldo, Fernandes, Vitinha) faces a massive mismatch against DR Congo (#46, first WC since 1974, limited depth and defensive vulnerabilities). Betting markets price Portugal at -350 to -360 with expert previews (CBS, SI, WhoScored) unanimously forecasting comfortable wins and high goal tallies; first-ever meeting favors the heavy favorites heavily. With ~10 hours to kickoff in Houston and strong motivation for Portugal's opener, a dominant result is the highest-probability outcome.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021502 | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_K | https://www.cbssports.com/soccer/news/portugal-dr-congo-odds-prediction-time-2026-world-cup-picks-best-bets/ | https://sports.yahoo.com/articles/dr-congo-predicted-lineup-team-050000981.html,,,,,,,,incorrect,False,unlucky,DR Congo's defensive compactness and counter-attacking threat allowing them to secure a point despite the gap,Portugal's squad quality and ranking difference as near-guarantees of a dominant multi-goal win,"If Portugal had shown better clinical finishing or avoided the lapse that led to Congo's equalizer, the result would likely have been a Portugal win.","yes, I would assign higher probability to draws (~20%) and use a lower stake on team_a_win in similar mismatches to reflect occasional resilience from underdogs",0.75,,20
m22,2026-06-17,L,England,Croatia,4,2,team_a_win,0.58,0.27,0.15,team_a_win,65,"England enter as clear favorites with superior squad depth, attacking quality (Kane, Bellingham) and recent H2H edge, despite minor fitness concerns around Saka and the late Livramento injury; Tuchel's organized side should control this Group L opener at AT&T Stadium against an aging but experienced Croatia. Previews and betting markets (England ~ -135 to -140) align on a narrow England win being the most probable outcome, though Croatia's tournament pedigree keeps a draw live.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021507 | https://www.si.com/soccer/england-vs-croatia-world-cup-preview-predictions-lineups-6-17-26 | https://www.standard.co.uk/sport/football/england-vs-croatia-prediction-kick-off-time-tv-live-stream-team-news-latest-h2h-results-odds-world-cup-2026-preview-b1286253.html,,,,,,,,correct,True,neither,"England's attacking transitions and clinical finishing creating a more open, high-scoring contest","the expected cagey, low-scoring affair from both teams prioritizing qualification","If Croatia had defended more compactly and limited transitions, the scoreline might have stayed closer to 2-1 rather than opening up to 4-2.","no, the core team_a_win call matched the result and the 65 stake was appropriate given the pre-match probabilities and odds",0.7,,21
m23,2026-06-17,L,Ghana,Panama,1,0,team_a_win,0.45,0.3,0.25,team_a_win,40,"Ghana enters as slight favorites per betting markets (+120) and most expert previews due to superior attacking talent (Inaki Williams, Antoine Semenyo) and World Cup experience, despite a poor recent run, new coach Carlos Queiroz, and missing star Mohamed Kudus; Panama (higher FIFA rank ~34 vs Ghana's 73) is organized and motivated for a first-ever World Cup win but faces a must-win opener for both in a tight Group L contest at neutral BMO Field. A narrow Ghana victory or draw is most likely.",https://www.si.com/soccer/ghana-vs-panama-world-cup-preview-predictions-lineups-6-17-26 | https://www.azcentral.com/story/sports/soccer/worldcup/2026/06/16/ghana-panama-picks-predictions-odds-world-cup-2026-wednesday/90566271007/ | https://inside.fifa.com/fifa-world-ranking/GHA | https://www.espn.com/soccer/match/_/gameId/760434/panama-ghana | https://www.rotowire.com/soccer/article/ghana-vs-panama-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-l-118362,,,,,,,,correct,True,neither,none,Ghana's recent poor form and coaching transition concerns,"If Mohamed Kudus had been fit and available, Ghana would likely have created more clear chances and won by a wider margin, though the three points probably would not have changed.","no, the 1-0 result validated my core view that Ghana's attacking talent and experience would edge out Panama in a tight opener despite the ranking gap and form issues",0.68,,22
m24,2026-06-17,K,Uzbekistan,Colombia,1,3,team_b_win,0.12,0.2,0.68,team_b_win,65,"Colombia (FIFA rank ~13-14) vastly outclass debutants Uzbekistan (rank ~50) in quality, experience, and recent form, with stars like James Rodríguez, Luis Díaz, and Luis Suárez leading a potent attack; Uzbekistan's defensive setup at high-altitude Estadio Azteca may keep it tight but is unlikely to prevent a Colombia win. Odds imply ~70% Colombia win probability, closely aligned with my assessment, supporting a moderate stake on the favorite for this Group K opener.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021504 | https://sports.yahoo.com/articles/uzbekistan-vs-colombia-prediction-world-100000116.html | https://www.sportsmole.co.uk/football/uzbekistan/world-cup-2026/preview/uzbekistan-vs-colombia-prediction-team-news-lineups_599296.html | https://www.dimers.com/bet-hub/swc/schedule/2026_1_uzb_col,,,,,,,,correct,True,neither,Colombia’s attacking quality and clinical finishing overcoming the expected altitude constraints to produce three goals,the dampening effect of high altitude at Estadio Azteca on overall goal-scoring volume,"If the altitude had more severely limited Colombia’s pressing and recovery runs as anticipated, the scoreline might have been a narrower 2-0 or 2-1 win instead of 3-1, though the outcome would likely have remained the same.","no, the core bet on Colombia to win aligned with the actual result and was supported by the large gap in team quality and experience",0.8,,23
m25,2026-06-18,A,Mexico,Korea Republic,1,0,team_a_win,0.5,0.28,0.22,team_a_win,60,"Mexico holds a clear home advantage as co-hosts playing at Estadio Akron in Guadalajara before a passionate crowd, coming off a controlled 2-0 win over South Africa while remaining unbeaten in recent matches; South Korea showed fight in a 2-1 comeback vs Czechia and possesses quality attackers like Son Heung-min and Hwang In-beom, but faces a tougher away test with minor injury concerns and a long history of struggling against El Tri. A competitive, high-pressing game is expected with goals likely, but Mexico's edge in form, depth, and venue makes them the value pick over a draw or away win.",https://www.si.com/soccer/mexico-vs-south-korea-world-cup-preview-predictions-lineups-6-18-26 | https://www.sportsmole.co.uk/football/mexico/world-cup-2026/preview/mexico-vs-south-korea-prediction-team-news-lineups_599397.html | https://clutchpoints.com/betting/mexico-vs-south-korea-2026-world-cup-predictions-odds-pick | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_A,,,,,,,,correct,True,neither,South Korea's defensive organization and resilience in limiting Mexico's chances despite the home environment and suspension,"expectation of a high-pressing, open game likely to produce multiple goals","If César Montes had been available, Mexico's defensive stability might have allowed more attacking freedom and a larger margin of victory rather than the narrow 1-0.","no, the most probable outcome was correctly identified as team_a_win with a fair probability and appropriate stake given the home edge and form",0.7,,24
m26,2026-06-18,B,Canada,Qatar,6,0,team_a_win,0.77,0.18,0.05,team_a_win,70,"Canada (FIFA ~30th) is markedly superior to Qatar (~56th-57th) and enjoys passionate home support at BC Place plus the return of star Alphonso Davies after missing the 1-1 draw with Bosnia; Qatar has struggled to score and sits near the bottom of Group B. A Canada win is heavily expected (implied ~78% from market odds around -360) though both sides' recent low-scoring form raises a modest draw chance. With a must-win context for knockout hopes, backing Canada at solid value fits the $100 virtual budget.",https://www.fifa.com/en/match-centre/match/17/285023/289273/400021450 | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_B | https://www.espn.com/soccer/story/_/id/49080149/canada-vs-qatar-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.covers.com/world-cup/canada-vs-qatar-prediction-picks-odds-thursday-6-18-2026,,,,,,,,correct,True,neither,the full extent of Canada's attacking firepower and home dominance once they took control,both teams' recent low-scoring tendencies suggesting a potentially cagey match,"If Canada had adopted a more cautious, possession-heavy approach due to the must-win group context rather than pressing aggressively from the start, the scoreline would likely have been closer (e.g., 2-0 or 3-0) but the win outcome unchanged.","no, the high-probability Canada win assessment proved accurate and the $70 stake aligned well with the 77% forecast",0.8,,25
m27,2026-06-18,B,Switzerland,Bosnia and Herzegovina,4,1,team_a_win,0.7,0.2,0.1,team_a_win,60,"Switzerland (Team A) are clear favorites vs Bosnia and Herzegovina (Team B) given the large gap in FIFA rankings (19th vs 64th), squad depth/experience, and dominance in chances created during their 1-1 opener vs Qatar, while both sides sit on 1 point in Group B after Matchday 1. Previews and markets strongly back a Swiss win (often 2-1 or 1-0 predictions) at SoFi Stadium as they control midfield via Xhaka and attack with Embolo, though Bosnia's recent defensive resilience (multiple draws) could produce a tight, low-scoring contest. A Swiss victory is the high-probability outcome to boost knockout qualification chances.",https://www.si.com/soccer/switzerland-vs-bosnia-herzegovina-world-cup-preview-predictions-lineups-6-18-26 | https://sports.yahoo.com/articles/switzerland-vs-bosnia-herzegovina-prediction-122500555.html | https://www.espn.com/soccer/story/_/id/49079683/fifa-world-cup-2026-switzerland-vs-bosnia-herzegovina-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.skysports.com/football/news/12098/13543085/world-cup-2026-group-b-guide-fixtures-schedule-standings-and-odds-for-canada-bosnia-herzegovina-qatar-and-switzerland,,,,,,,,correct,True,neither,Switzerland's clinical finishing and ability to convert dominance into a high number of goals after creating many chances vs Qatar,Bosnia and Herzegovina's defensive resilience and compactness from their recent draw-heavy form,"If Bosnia had defended with the same organization they showed against Canada and limited transitions, the margin would likely have been 2-1 or 2-0 rather than 4-1, though Switzerland would still have won.","no, the core assessment of Switzerland as heavy favorites due to ranking, squad depth, and control was validated by the result and the bet on team_a_win was the right decision",0.8,,26
m28,2026-06-18,A,Czechia,South Africa,1,1,draw,0.59,0.26,0.15,team_a_win,70,"Czechia hold a clear quality edge as the higher-ranked side (~44th FIFA vs South Africa's 60th) with superior squad depth, stars like Patrik Schick, and dangerous set pieces, while South Africa arrive depleted after two red cards and a dismal 0.07 xG performance in their opening loss to Mexico. Both sides sit on zero points in Group A and need a result badly, but Czechia's organization and physical advantages in the neutral Atlanta dome make them strong favorites to bounce back. Previews across betting and media outlets consistently back a Czechia win in this must-win clash.",https://vsin.com/soccer/czechia-vs-south-africa-prediction-2026-fifa-world-cup-preview-and-pick/ | https://www.sportsmole.co.uk/football/czech-republic/world-cup-2026/preview/czech-republic-vs-south-africaprediction-team-news-lineups_599402.html | https://www.espn.com/soccer/story/_/id/49079982/fifa-world-cup-2026-czechia-vs-south-africa-channel-how-watch-kickoff-live-stream-referee-predicted-line-ups | https://inside.fifa.com/fifa-world-ranking/men | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021440,,,,,,,,incorrect,False,unlucky,"South Africa's defensive organization and resilience despite suspensions, allowing them to grind out a point in a high-stakes must-win game","Czechia's squad quality, set-piece threat, and expected dominance translating directly into a win rather than a competitive draw","If Czechia had converted even one of the set-piece or attacking opportunities I expected from their quality edge and Schick's presence, they likely would have won 2-1 instead of drawing 1-1.","yes, I would have bet a smaller stake on team_a_win or assigned more probability to the draw to account for both teams playing cautiously under elimination pressure",0.7,,27
m29,2026-06-19,D,USA,Australia,2,0,team_a_win,0.61,0.23,0.16,team_a_win,70,"The United States are strong favorites against Australia in this Group D clash at Lumen Field, boasting a higher FIFA ranking (17 vs 27), superior squad depth under Pochettino, and a dominant 4-1 opening win over Paraguay. Betting odds around -170 reflect approximately 60% implied probability of a USA victory, bolstered by home advantage and recent form despite Christian Pulisic's calf injury concern. Australia have shown defensive organization but are unlikely to overcome the hosts consistently in this matchup.",https://dknetwork.draftkings.com/2026/06/18/united-states-vs-australia-prediction-pick-for-friday-6-19-26/ | https://www.nytimes.com/athletic/7368799/2026/06/18/usmnt-australia-world-cup-preview-odds-predictions-lineups/ | https://seattlefwc26.org/destination/matches | https://www.usatoday.com/story/sports/soccer/worldcup/2026/06/14/fifa-rankings-world-cup-2026-june-update/90530584007/,,,,,,,,correct,True,neither,"the depth and cohesion of US attacking options (Balogun, Reyna, etc.) even without Pulisic, enabling clinical conversion of chances",the potential negative impact of Christian Pulisic's calf injury concern on the overall team performance,"If Pulisic had been fully fit and started, the US likely still wins but possibly by a larger margin (e.g. 3-0), though the core result of a USA victory would almost certainly have stayed the same given squad strength and home dominance.","no, the 61% probability on team_a_win was well-supported by ranking, form, home advantage and depth, justifying the $70 stake on the clear favorite",0.8,,28
m30,2026-06-19,D,Türkiye,Paraguay,0,1,team_b_win,0.47,0.29,0.24,team_a_win,45,"Türkiye holds the ranking and squad-quality edge (higher FIFA rank, stars like Arda Güler and Kenan Yıldız) over Paraguay, who were thrashed 4-1 by co-host USA in their opener while Turkey lost narrowly 2-0 to Australia. Both teams are winless and under pressure to secure points in this Group D must-not-lose clash at a neutral venue, but Turkey's superior attacking talent should prevail in a tight, low-scoring contest.",https://www.foxsports.com/stories/soccer/how-to-watch-turkiye-vs-paraguay-tv-channel-live-stream-2026-fifa-world-cup-group-d | https://sports.yahoo.com/articles/turkey-vs-paraguay-predictions-picks-191700885.html | https://www.espn.com/soccer/story/_/id/49091743/turkiye-vs-paraguay-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups | https://inside.fifa.com/fifa-world-ranking/men | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021460,,,,,,,,incorrect,False,unlucky,Paraguay's defensive organization and ability to grind out a narrow win via counter-attacks under must-win pressure,"Türkiye's individual talent, FIFA ranking, and squad-quality edge","If Türkiye had been more clinical in front of goal despite their blunt recent attack, they would likely have scored and won or drawn instead of losing 1-0.","yes, I would bet on draw or much smaller stake on team_a_win, as the even matchup and both teams' offensive struggles after openers made the outcome closer to 50/50 than my 47% favored Türkiye",0.7,,29
m31,2026-06-19,C,Brazil,Haiti,3,0,team_a_win,0.88,0.08,0.04,team_a_win,90,"Brazil are overwhelming favorites (FIFA rank ~6 vs Haiti's ~83) with superior talent depth including Vinicius Junior, Endrick, and Raphinha despite Neymar's absence for fitness reasons. After a 1-1 draw with Morocco that left them on 1 point in Group C (behind Scotland), Brazil are highly motivated to dominate and secure three points at Lincoln Financial Field. Betting markets price Brazil to win at ~89% probability with most previews forecasting a 3-0 or 4-0 scoreline.",https://www.espn.com/soccer/story/_/id/49097937/brazil-haiti-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-referee-predicted-line-ups | https://www.sportsmole.co.uk/football/brazil/world-cup-2026/preview/brazil-vs-haiti-prediction-team-news-lineups_599463.html | https://kalshi.com/markets/kxwcgame/world-cup-game/kxwcgame-26jun19brahti | https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_C,,,,,,,,correct,True,neither,none,none,"If Neymar had been available and started, Brazil would likely have won by a similar or slightly larger margin, but the core outcome of a comfortable Brazil victory would not have changed given the massive talent and motivation gap.","no, the 88% probability on Brazil win and $90 stake were justified by the talent disparity, recent form, and group-stage incentives, and the 3-0 result validated that assessment without revealing any overlooked vulnerabilities.",0.82,,30
