match_id,date,stage,team_a,team_b,final_score_a,final_score_b,outcome,decided_by,pen_a,pen_b,advanced,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m83,2026-07-02,round_of_32,Switzerland,Algeria,2,0,team_a_win,regulation,,,team_a,0.48,0.28,0.24,team_a_win,50,"Switzerland enters the Round of 32 in excellent form after an unbeaten Group B campaign, led by standout young midfielder Johan Manzambi and experienced captain Granit Xhaka. Although Algeria's manager Vladimir Petkovic has deep knowledge of the Swiss squad, Algeria's defensive frailties—having conceded six goals in the group stage—make Switzerland the justified favorite to win in regulation.",https://onefootball.com/en/news/world-cup-2026-r32-switzerland-vs-algeria-prediction-knockout-preview-best-bets-43072417 | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/switzerland-algeria-live-stream-team-news-tickets-and-more,correct,True,neither,none,"Algeria's attacking capabilities, as they were ultimately unable to breach the Swiss defense.","If Algeria had scored an early goal to mask their defensive vulnerabilities, they might have forced Switzerland out of their comfortable rhythm.","no, placing half my bankroll on Switzerland winning in regulation was a sound decision based on the clear defensive mismatch.",0.95,,10
m84,2026-07-02,round_of_32,Portugal,Croatia,2,1,team_a_win,regulation,,,team_a,0.55,0.26,0.19,team_a_win,75,"Portugal enters as the favorite with a deep, potent attack capable of overwhelming a Croatian defense that showed vulnerabilities in the group stage. Although Croatia's experienced midfield will attempt to control the tempo, Portugal's superior overall squad quality and momentum make them the most logical choice for an outright victory in regular time.",https://www.rotowire.com/soccer/article/portugal-vs-croatia-picks-odds-best-bets-2026-world-cup-round-of-32-120682 | https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/how-and-where-to-watch-portugal-vs-croatia-in-the-round-of-32-of-the-2026-fifa-world-cup-2026-07-02,correct,True,neither,"Croatia's offensive resilience and ability to score, which kept the match tighter than a comfortable multi-goal victory.",none,"If Croatia's midfield had managed to dictate the tempo slightly more in the final third, they might have forced extra time.","no, the forecast correctly identified Portugal as the likely winner while acknowledging it would be a highly competitive match.",0.9,,11
m85,2026-07-02,round_of_32,Spain,Austria,3,0,team_a_win,regulation,,,team_a,0.65,0.22,0.13,team_a_win,80,"Spain's cohesive system has produced exceptional structural control, highlighted by clean sheets against Uruguay and Cabo Verde while heavily leveraging Lamine Yamal's offensive gravity. Conversely, Austria exhibits significant defensive fragility—conceding three goals against Algeria in their group finale—and faces compounding vulnerability with both David Alaba and Marko Arnautovic managing late injuries, making a dominant Spanish victory within 90 minutes highly probable.",https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/spain-austria-live-stream-team-news-tickets | https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/spain-vs-austria-at-fifa-world-cup-2026-how-to-watch-streaming-guide-start-time-predicted-line-ups-and-more/articleshow/132127208.cms,correct,True,neither,none,none,"If Austria's defensive line had been anchored by a fully fit David Alaba, they might have limited the margin of defeat to one or two goals rather than suffering a three-goal shutout.","no, because an $80 stake appropriately maximized the expected value of Spain's expected dominance while protecting the remaining bankroll from unpredictable knockout variance.",0.95,,12
m86,2026-07-03,round_of_32,Colombia,Ghana,1,0,team_a_win,regulation,,,team_a,0.62,0.25,0.13,team_a_win,100,"Under Néstor Lorenzo, Colombia enters the knockout stage in exceptional form, having topped Group K while conceding just a single goal. While Ghana has demonstrated formidable defensive organization under Carlos Queiroz—evidenced by their recent scoreless draw against England—Colombia's superior technical quality provides a distinct edge. I expect the South Americans to systematically break down Ghana's defensive low block and secure a definitive victory in normal time.",https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/how-and-where-to-watch-colombia-vs-ghana-in-the-round-of-32-of-the-2026-fifa-world-cup-2026-07-02 | https://thebftonline.com/2026/07/02/leadership-lessons-from-the-2026-world-cup-what-the-ghana-england-match-teaches-about-organisational-transformation/,correct,True,neither,none,none,"If Ghana had managed to score first on a counter-attack, they might have entrenched their low block even deeper and successfully forced a draw in regulation.","no, because the match played out exactly as anticipated with Colombia's technical quality narrowly overcoming Ghana's resilient defense in normal time.",0.95,,13
m87,2026-07-03,round_of_32,Argentina,Cabo Verde,3,2,team_a_win,regulation,,,team_a,0.88,0.09,0.03,team_a_win,100,"Argentina enters the Round of 32 as the heavily favored defending champions, boasting a flawless group stage with three decisive wins and a +7 goal differential. Cape Verde is a historic Cinderella team that advanced via three consecutive draws, but they lack the firepower and depth to challenge a top-tier opponent. Given the massive talent disparity, backing Argentina with maximum confidence is the optimal projection.",https://www.foxsports.com/stories/soccer/world-cup-messi-argentina-cape-verde-colombia-ghana-egypt-australia-matchday23 | https://indianexpress.com/article/sports/football/world-cup-2026-argentina-vs-cape-verde-round-of-32-match-10759701/,correct,False,lucky,Cape Verde's offensive capabilities and ability to capitalize on scoring chances against a top-tier defense.,"The sheer talent disparity, which led me to expect a comfortable blowout rather than a highly competitive 3-2 match.","If Argentina had made one more defensive error, Cape Verde could have forced a draw and sent the game to extra time.","No, betting on the heavy favorite to win outright was the correct process, even if the margin of victory was much narrower than anticipated.",0.95,,14
m88,2026-07-03,round_of_32,Australia,Egypt,1,1,draw,penalties,2,4,team_b,0.3,0.32,0.38,team_b_win,100,"Egypt enters the knockout stage undefeated, spearheaded by world-class attacking talents like Mohamed Salah and Omar Marmoush, contrasting with an Australian side that has struggled offensively with only two goals in the group stage. Predictive models and official match data consistently give Egypt the highest win probability (around 38%) in regulation time. Their ability to break down Australia's deep defensive block makes a victory for the Pharaohs the most analytically sound position.",https://www.livemint.com/sports/football-news/australia-vs-egypt-prediction-who-ll-win-mohamed-salah-looks-to-end-92-year-drought-fifa-world-cup-2026-11783044644563.html | https://www.si.com/soccer/australia-vs-egypt-world-cup-preview-predictions-lineups-7-3-26 | https://www.olympics.com/en/news/fifa-world-cup-2026-how-to-watch-australia-vs-egypt-in-the-round-of-32-head-to-head-full-schedule,partially_correct,True,unlucky,Australia's defensive resilience and capability to absorb pressure to force extra time in a knockout setting.,Egypt's clinical efficiency in breaking down a compact defensive low-block during regulation time.,"If Egypt had capitalized on their early attacking dominance to secure a second goal, they would have won in regulation without needing a shootout.","Yes, I would back 'draw' or choose a 'To Advance' market to safeguard against Australia's ability to stretch tight games into extra time.",0.95,,15
m89,2026-07-04,round_of_16,Paraguay,France,0,1,team_b_win,regulation,,,team_b,0.12,0.21,0.67,team_b_win,100,"France has dominated the tournament so far, effortlessly sweeping their group and dispatching Sweden 3-0 in the Round of 32. Meanwhile, Paraguay enters this match after a grueling penalty shootout victory following a 1-1 draw against Germany. The stark contrast in squad depth, attacking momentum, and overall fatigue heavily favors a regulation victory for the French side.",https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/knockout-stage-match-schedule-bracket | https://www.nbcsports.com/soccer/news/2026-world-cup-schedule-kick-off-times-stadiums-dates-groups-how-to-watch-live-bracket,correct,True,neither,"Paraguay's defensive resilience and organization, which managed to restrict a highly potent French attack to just a single goal.","France's attacking momentum from previous rounds, which I assumed would easily overwhelm Paraguay and lead to a multi-goal victory.","If Paraguay had managed to convert a rare counter-attack or set-piece opportunity, the match could have easily ended in a 1-1 draw and gone to extra time.","no, betting on the heavy favorite with superior squad depth and less fatigue remains the optimal decision despite the unexpectedly narrow margin.",0.9,,16
m90,2026-07-04,round_of_16,Canada,Morocco,0,3,team_b_win,regulation,,,team_b,0.32,0.31,0.37,team_b_win,100,"Canada brings significant momentum and a home-continent advantage to Houston after a dramatic stoppage-time victory over South Africa in the Round of 32. However, Morocco possesses superior overall squad quality and battle-tested resilience, having just eliminated a strong Netherlands side on penalty kicks. Expect Morocco's structural discipline and top-flight experience, led by Achraf Hakimi, to narrowly edge out the co-hosts in regular time.",https://www.mlssoccer.com/competitions/fifa-world-cup/news/your-mls-guide-to-the-fifa-world-cup-round-of-16 | https://www.nrgpark.com/event/round-of-16-w73-vs-w75/,correct,False,neither,The massive gap in tactical execution and attacking efficiency that allowed Morocco to win comfortably by three goals rather than narrowly.,Canada's home-continent advantage and momentum from the Round of 32.,"If Canada had managed to disrupt Morocco's midfield rhythm early on, the game might have been tighter, though the talent gap was evident.","no, because betting on the Morocco win was the correct decision, though I would increase my perceived probability of that outcome",0.9,,17
m91,2026-07-05,round_of_16,Mexico,England,2,3,team_b_win,regulation,,,team_b,0.4,0.32,0.28,team_a_win,100,"Mexico holds a decisive environmental advantage at the high-altitude Estadio Azteca, where they maintain a perfect tournament record without conceding a single goal. England labored against DR Congo in the previous round, and the 7,200-foot elevation will likely exacerbate fatigue, severely neutralizing their on-paper talent advantage. Backing Mexico provides the strongest structural value given their immense home crowd momentum and the extreme physiological toll these conditions will demand from the European squad.",https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/mexico-england-preview-live-stream-team-news-tickets | https://www.foxsports.com/stories/soccer/azteca-mexico-england-usnmt-historic-stadium | https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/why-would-england-consider-using-viagra-against-mexico-at-the-fifa-world-cup-2026-2026-07-05,incorrect,False,neither,England's offensive firepower and ability to execute tactically despite extreme physical duress.,The physiological toll of the high altitude and home crowd advantage at Estadio Azteca on the European squad.,"If Mexico had maintained the defensive solidity they showed in earlier rounds, the high-altitude advantage might have held off England's attack.","yes, I would have significantly reduced the stake rather than placing a maximum bet on an outcome with only a 40% predicted probability.",0.9,,18
m92,2026-07-05,round_of_16,Brazil,Norway,1,2,team_b_win,regulation,,,team_b,0.536,0.24,0.224,team_a_win,100,"Despite Norway's historical unbeaten record against the Seleção, Brazil boasts a formidable squad with superior defensive stability under Carlo Ancelotti. Predictive models favor Brazil with an approximate 53.6% chance of winning in regulation against a Norwegian defense that has yet to keep a clean sheet this tournament.",https://www.livemint.com/sports/football-news/even-best-of-brazil-could-never-beat-norway-can-vinicius-junior-break-the-jinx-against-erling-haaland-check-prediction-11783216773165.html | https://www.si.com/soccer/brazil-vs-norway-world-cup-preview-predictions-lineups-7-5-26,incorrect,False,neither,The persistence of Norway's historical unbeaten record against Brazil and their ability to exploit defensive transitions.,Brazil's perceived defensive stability and overall squad superiority.,"If Brazil had capitalized on their early attacking opportunities, they could have controlled the tempo and prevented Norway's counter-attacks.","yes, I would have reduced the stake to account for the historical matchup difficulties Brazil consistently faces against Norway.",0.85,,19
m93,2026-07-06,round_of_16,USA,Belgium,1,4,team_b_win,regulation,,,team_b,0.38,0.28,0.34,team_a_win,100,"The United States benefits from a strong home-field advantage in Seattle and a massive tactical boost after FIFA suspended top scorer Folarin Balogun's red-card ban. Recent betting markets have dramatically shifted to favor the USMNT (+155 moneyline) against a Belgian squad that required extra time to advance past Senegal. Given this momentum shift and Balogun's reinstated availability, backing the USA to win in regulation presents the strongest value.",https://www.si.com/betting/usa-vs-belgium-odds-shift-dramatically-with-folarin-balogun-now-available-to-play | https://www.soundersfc.com/news/usavbel-101-preview-all-you-need-to-know-when-usa-faces-belgium-in-fifa-world-cup-2026tm-in-seattle,incorrect,False,neither,Belgium's overwhelming attacking quality and the inability of the US defense to cope with high-level European opposition.,The narrative impact of Folarin Balogun's reinstatement and the US home-field advantage in Seattle.,"If the US defense had played a deeper, more conservative block, they might have avoided a blowout, though Belgium likely still would have won.","yes, I would have backed Belgium or avoided the bet entirely, realizing that home advantage does not bridge such a massive gap in squad quality.",0.9,,20
m94,2026-07-06,round_of_16,Portugal,Spain,0,1,team_b_win,regulation,,,team_b,0.32,0.31,0.37,team_b_win,25,"Spain's recent 3-0 dismantling of Austria in the Round of 32 suggests they are in formidable form, whereas Portugal narrowly edged Croatia 2-1. Spain's possession-heavy midfield should allow them to control the tempo of this tightly contested Iberian derby. Given these factors, a modest bet on Spain offers the most reasonable value.",https://www.financialexpress.com/sports/fifa-world-cup-2026-round-of-16-schedule-bracket-ist-timing/4283282/ | https://www.skysports.com/football/news/12098/13481245/world-cup-2026-fixture-schedule-and-uk-kick-off-times-day-by-day-breakdown-of-all-104-matches-including-england,correct,True,neither,Portugal's complete inability to break through Spain's defense.,none,"If Portugal had successfully capitalized on a single counter-attack, the tightly contested match would have likely ended in a draw.","no, the narrow 1-0 result perfectly justifies the cautious $25 stake on what was always going to be a close match.",0.9,,21
m95,2026-07-07,round_of_16,Switzerland,Colombia,0,0,draw,penalties,4,3,team_a,0.27,0.31,0.42,team_b_win,60,"Colombia boasts an exceptional defensive record, keeping three consecutive clean sheets in the tournament while dominating shot creation. Although Switzerland recovered well after their opening match, their defense has historically been more fragile and prone to conceding. Backing Colombia to win in regulation offers solid value given their structural discipline under Néstor Lorenzo.",https://www.racingpost.com/sport/football-tips/world-cup-2026/switzerland-vs-colombia-betting-tips-predictions-team-news-odds-bet-builder-a0Z8b0v5yRYY/ | https://www.flashscore.com/match/football/colombia-G02s4PCS/switzerland-rHJ2vy1B/,incorrect,True,unlucky,Switzerland's ability to maintain a rigid defensive block under pressure to force a penalty shootout.,Colombia's shot creation reliably translating into goals against a structured opponent.,"If Colombia had managed to convert their offensive pressure into just one goal during regulation, the initial prediction would have been correct.","No, a 0-0 draw leading to penalties involves high variance, and backing the slightly stronger team with a proven defense remains a logically sound pre-match strategy.",0.9,,22
m96,2026-07-07,round_of_16,Argentina,Egypt,3,2,team_a_win,regulation,,,team_a,0.71,0.2,0.09,team_a_win,100,"Argentina enters the Round of 16 as defending champions and heavy favorites after a flawless group stage and a demanding extra-time victory over Cabo Verde. Egypt has proven resilient by remaining unbeaten and surviving a penalty shootout against Australia, but they lack the offensive depth to consistently threaten South American heavyweights. Backing Argentina to secure the victory in regulation is a highly confident play given their tactical versatility and superior attacking talent.",https://www.si.com/soccer/argentina-vs-egypt-world-cup-preview-predictions-lineups-7-7-26 | https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/predicted-egypt-lineup-to-face-argentina-in-the-fifa-world-cup-2026-round-of-16-2026-07-07,correct,True,lucky,Egypt's attacking threat and ability to score multiple goals against a top-tier defense.,Argentina's defensive dominance and Egypt's lack of offensive depth.,"If Egypt had managed to capitalize on just one more of their scoring opportunities, the match would have ended in a draw and ruined the primary bet.","no, because predicting an Argentina win was ultimately the correct outcome, even if the match was more competitive than anticipated.",0.9,,23
m97,2026-07-09,quarter_final,France,Morocco,2,0,team_a_win,regulation,,,team_a,0.61,0.24,0.15,team_a_win,100,"France is heavily favored with moneyline odds around -170, reflecting their elite squad depth and dominant tournament form. While Morocco possesses a resilient defense and has proven capable of upsets, France's overwhelming attacking talent is expected to break through over 90 minutes. Backing France to win in regular time represents the most statistically sound position.",https://www.offshoresportsbooks.com/picks/soccer/2026/france-vs-morocco-world-cup-quarterfinals-odds-and-picks-jul-9/ | https://www.fox.com/soccer/fifa-world-cup/france-vs-morocco-jul-9-2026,correct,True,neither,none,none,"If Morocco had managed to score an early goal from a counter-attack or set piece, France might have struggled to break down an even deeper defensive block.","no, the decision to back the clear favorite was statistically sound and validated by the comfortable two-goal margin.",0.95,,24
m98,2026-07-10,quarter_final,Spain,Belgium,2,1,team_a_win,regulation,,,team_a,0.45,0.28,0.27,team_a_win,50,"Spain enters the quarterfinals with tactical discipline and momentum after tightly edging out Portugal, whereas Belgium showed ruthless attacking efficiency by dismantling the United States 4-1. Given Spain's superior midfield control and historical knockout pedigree, they hold a slight edge to dictate the tempo and secure a victory in regular time.",https://www.financialexpress.com/sports/world-cup-2026-quarterfinals-schedule-france-argentina-spain-and-england-fixtures-with-ist-time-and-venues/4286226/,correct,True,neither,I underweighted Belgium's defensive vulnerabilities when forced to chase the game against an elite possession-based midfield.,"I overweighted Belgium's attacking efficiency shown against the US, which proved less effective against Spain's structured block.","If Belgium had converted early counter-attacks to force Spain to abandon their controlled tempo, the tactical dynamic would have shifted heavily in Belgium's favor.","no, because staking $50 on a 45% probability outcome correctly balanced expected value and risk in a tightly contested quarterfinal.",0.9,,25
