match_id,date,group,team_a,team_b,final_score_a,final_score_b,outcome,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,t30_p_team_a_win,t30_p_draw,t30_p_team_b_win,t30_bet_pick,t30_bet_stake_usd,t30_reasoning,t30_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m11,2026-06-14,E,Côte d'Ivoire,Ecuador,1,0,team_a_win,0.32,0.36,0.32,draw,30,"Both Côte d'Ivoire and Ecuador enter this Group E opener boasting exceptional defensive records and recent giant-killing pedigree, with the Elephants stunning France 2-1 and La Tri blanking Argentina 1-0 in their tune-up phases. The tactical clash between Ecuador's Moisés Caicedo-anchored midfield and Ivory Coast's physical spine of Franck Kessié and Evan Ndicka will severely restrict transition spaces and dictate a low-block battle of attrition. Because avoiding an opening-day defeat is paramount in a group containing Germany, backing a highly pragmatic, low-scoring stalemate provides the sharpest edge.",https://www.foxsports.com/stories/soccer/world-cup-germany-curacao-netherlands-japan-ivory-coast-ecuador-sweden-tunisia | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/cote-divoire-squad-announcement-emerse-fae | https://www.goal.com/en-us/team/ecuador/fixtures-results/2j2402oabiovxw24cnjk9m369,,,,,,,,incorrect,True,neither,Ivory Coast's individual attacking quality or set-piece threat capable of breaking a low-block stalemate.,Ecuador's defensive resilience and ability to maintain a clean sheet for the full 90 minutes.,"If Ecuador had maintained flawless defensive concentration during Ivory Coast's few high-quality chances, the match would have likely ended in the draw I anticipated.","no, because a 1-0 result in an expected low-scoring battle of attrition falls within normal statistical variance rather than indicating a fundamental flaw in the initial risk assessment.",0.9,,11
m12,2026-06-14,F,Sweden,Tunisia,5,1,team_a_win,0.54,0.28,0.18,team_a_win,60,"Sweden holds a qualitative advantage over Tunisia, possessing superior tactical depth and a proven track record of advancing in World Cup tournaments. While Tunisia often deploys a resilient defensive block, their historical inability to generate high-leverage scoring chances against organized European opposition limits their win equity. Backing a Swedish victory provides the most favorable expected value for this Group F opener.",https://www.foxsports.com/stories/soccer/how-to-watch-sweden-vs-tunisia-tv-channel-live-stream-2026-fifa-world-cup-group-f | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021474 | https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,,,,,,,,correct,True,neither,the true extent of Tunisia's defensive fragility when forced to chase the game,the expected resilience of Tunisia's low block against organized European attacks,"If Tunisia had avoided conceding an early goal, they might have maintained their structural discipline and kept the scoreline much tighter.","no, because backing the qualitative favorite was the correct expected value play and the result validated the core reasoning.",0.9,,12
m13,2026-06-15,H,Spain,Cabo Verde,0,0,draw,0.85,0.11,0.04,team_a_win,100,"Spain enters their 2026 World Cup opener as overwhelming favorites, boasting a deep, star-studded roster featuring Rodri and Lamine Yamal alongside a dominant 21-2 goal differential in qualifiers. Although Cabo Verde arrives in excellent form following an unbeaten run to their historic maiden World Cup appearance, Spain's overwhelming tactical superiority and possession-based control make an upset highly unlikely.",https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/spain-squad-announcement-luis-de-la-fuente | https://www.fifa.com/en/tournaments/mens/worldcup/articles/cabo-verde-squad-announcement-world-cup-bubista | https://www.theguardian.com/football/2026/jun/06/spain-world-cup-2026-team-guide,,,,,,,,incorrect,False,unlucky,Cabo Verde's deep defensive resilience and their ability to successfully absorb pressure against a superior opponent.,Spain's attacking efficiency and the assumption that their possession dominance would inevitably translate into goals.,"If Spain had managed to finish just one of their early chances, Cabo Verde would have been forced to open up and abandon their low block.","No, betting on a heavy favorite with an 85% win probability remains a sound positive expected value strategy despite the variance of a single match.",0.9,,13
m14,2026-06-15,G,IR Iran,New Zealand,2,2,draw,0.58,0.26,0.16,team_a_win,75,"Iran possesses superior squad quality and greater tournament pedigree, anchored by experienced attackers. Although their chaotic, politically disrupted preparations and last-minute arrival from Mexico introduce significant fatigue and distraction risks, New Zealand typically lacks the offensive firepower to capitalize fully against higher-tier international defenses.",https://www.indiatoday.in/sports/football/story/iran-fifa-world-cup-2026-usa-arrival-peace-deal-new-zealand-opener-2926584-2026-06-15 | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021476,,,,,,,,incorrect,True,neither,New Zealand's offensive capability to capitalize on a fatigued defense and score multiple goals,Iran's historical squad quality and ability to dominate possession despite their severe travel disruptions,"If Iran had experienced a normal, restful preparation camp without last-minute travel chaos, they likely would have maintained defensive focus and secured the win.","yes, I would have reduced the stake or avoided the bet entirely, recognizing that severe off-field chaos creates too much variance for a confident favorite pick.",0.9,,14
m16,2026-06-15,G,Belgium,Egypt,1,1,draw,0.62,0.24,0.14,team_a_win,100,"Despite Belgium's impressive 13-game unbeaten streak, their reliance on relatively untested defensive youth like Nathan Ngoy presents transition opportunities that Egypt's lethal duo of Mohamed Salah and Omar Marmoush could effectively exploit. However, Rudi Garcia's structured tactical framework allows Kevin De Bruyne and an in-form Jeremy Doku to relentlessly dominate possession and eventually break down Egypt's low block. The stabilizing return of elite goalkeeper Thibaut Courtois and vastly superior bench depth give Belgium the decisive margin needed to secure all three points.",https://www.si.com/soccer/belgium-vs-egypt-world-cup-preview-predictions-lineups-6-15-26 | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/belgium-squad-garcia-lukaku-named | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/egypt-squad-named,,,,,,,,incorrect,False,neither,The underdog's defensive resilience and their ability to effectively neutralize the favored team's key playmakers.,"The attacking depth, possession dominance, and overall talent disparity favoring the stronger side.","If the favored team had been more clinical with their final third passes and converted early chances, they likely would have forced the opponent to abandon their low block and secured a victory.","yes, I would have factored in the high variance of international tournament matches and placed a smaller stake or hedged with a double chance bet.",0.9,,15
m15,2026-06-15,H,Saudi Arabia,Uruguay,1,1,draw,0.12,0.2,0.68,team_b_win,100,"Uruguay enters as heavy favorites due to superior individual quality, driven by Federico Valverde and Marcelo Bielsa's high-intensity pressing system. Conversely, Saudi Arabia arrives in poor form with only one win in their last five matches, making them highly vulnerable to Uruguay's quick transitions and relentless tempo. Given the significant talent disparity and tactical mismatch, fully backing a Uruguayan victory provides the most mathematically sound edge.",https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/how-and-where-to-watch-saudi-arabia-vs-uruguay-in-group-h-of-the-2026-fifa-world-cup-2026-06-14 | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021486,,,,,,,,incorrect,False,neither,the underdog's ability to maintain a disciplined defensive block and frustrate a superior opponent in a high-stakes tournament setting,the favorite's individual attacking quality and ability to break down a low block efficiently,"If the favored team had capitalized on their early possession dominance with a goal, the underdog would have been forced to open up, likely changing the final result.","yes, I would reduce the stake size rather than committing the full budget to account for the inherent variance of international football.",0.9,,16
m17,2026-06-16,J,Austria,Jordan,3,1,team_a_win,0.74,0.17,0.09,team_a_win,100,"Under Ralf Rangnick, Austria has developed into a formidable pressing side with extensive European top-flight experience, significantly outmatching a debuting Jordan squad. Betting markets strongly favor Austria (-290), reflecting the stark contrast in squad depth and tactical pedigree.",https://vsin.com/soccer/austria-vs-jordan-prediction-2026-fifa-world-cup-preview-and-pick/ | https://www.si.com/soccer/austria-vs-jordan-world-cup-preview-predictions-lineups-6-16-26,,,,,,,,correct,True,neither,Jordan's capacity to find the back of the net against a high-pressing European side.,none,"If Jordan had scored first and forced Austria to abandon their structured press early, the match dynamics could have been significantly closer.","no, betting the maximum on a clear favorite with a massive tactical advantage was the mathematically correct decision.",0.95,,17
m18,2026-06-16,I,France,Senegal,3,1,team_a_win,0.72,0.18,0.1,team_a_win,100,"France enters this matchup with an exceptionally deep roster, showcasing structural solidity and elite attacking metrics that make them a heavy statistical favorite. While the narrative of Senegal's historic 2002 upset looms, the underlying tactical data highlights France's consistent ability to dominate possession and exploit transitional spaces against mid-block defenses. Wagering on a comprehensive French victory offers the most mathematically sound value given the stark disparity in overall squad depth and recent competitive form.",https://www.covers.com/world-cup/france-vs-senegal-prediction-picks-odds-tuesday-6-16-2026 | https://www.foxsports.com/stories/soccer/world-cup-france-senegal-norway-iraq-argentina-algeria-austria-jordan | https://www.aljazeera.com/sports/2026/6/15/france-vs-senegal-world-cup-2026-mbappe-teams-lineups-start-dembele,,,,,,,,correct,True,neither,Senegal's offensive capability to breach the French defense and score.,"France's defensive structural solidity, given they conceded a goal.","If Senegal had scored first to trigger a deep defensive block, France might have struggled more to secure a comfortable two-goal margin.","no, the core prediction of a French victory was entirely validated by the final result.",0.9,,18
m19,2026-06-16,I,Iraq,Norway,1,4,team_b_win,0.05,0.14,0.81,team_b_win,100,"Norway's dominant UEFA qualifying run, highlighted by 37 goals and an elite attacking core, exposes a severe structural mismatch against an Iraqi side appearing in their first World Cup since 1986. While betting heavily favored moneylines sacrifices yield, backing Norway remains the most analytically sound equity decision given the stark contrast in squad depth and tactical pedigree. I am allocating the full budget to capitalize on Norway's highly probable victory.",https://thesportsrush.com/iraq-v-norway-predictions/ | https://scoopempire.com/the-story-behind-iraqs-historic-return-to-the-fifa-world-cup/,,,,,,,,correct,True,neither,none,none,"If Iraq had focused entirely on a low defensive block, they might have lost by a smaller margin, but Norway's victory still would have been the likely outcome.","no, because the maximum allocation correctly capitalized on a highly probable outcome that played out exactly as expected.",0.95,,19
m20,2026-06-16,J,Argentina,Algeria,3,0,team_a_win,0.75,0.18,0.07,team_a_win,100,"Argentina enters the 2026 World Cup as defending champions in exceptional form, having swept their recent 2026 friendlies while keeping four clean sheets. Although Algeria has rebuilt momentum under Vladimir Petkovic to qualify for their first World Cup since 2014, the vast disparity in squad depth, high-pressure tournament experience, and sheer technical quality makes an Argentina victory highly probable.",https://www.beinsports.com/en-us/soccer/fifa-world-cup-2026/articles/how-and-where-to-watch-argentina-vs-algeria-in-group-j-of-the-2026-fifa-world-cup-2026-06-15 | https://www.fotmob.com/teams/6706/overview/argentina | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/algeria-team-profile-history,,,,,,,,correct,True,neither,none,none,"If Algeria had managed to successfully implement a low block to frustrate Argentina in the first half, the final score margin might have been narrower.","no, the forecast accurately identified the significant talent gap, making a maximum stake on Argentina the right move.",0.95,,20
m21,2026-06-17,K,Portugal,Congo DR,1,1,draw,0.73,0.18,0.09,team_a_win,100,"Portugal enters this Group K match as a heavy favorite with a star-studded squad and an unbeaten run in their recent preparation matches. DR Congo is making its first World Cup appearance since 1974 and, despite a disciplined defensive structure, lacks the depth to consistently handle Portugal's relentless attacking pace. Backing a Portugal win offers the most reliable return on investment given the stark difference in international pedigree and overall squad quality.",https://www.foxsports.com/stories/soccer/how-to-watch-portugal-vs-congo-dr-tv-channel-live-stream-2026-fifa-world-cup-group-k | https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/portugal-congo-dr-preview-live-stream-team-news-tickets,,,,,,,,incorrect,False,neither,The sheer effectiveness and resilience of DR Congo's defensive structure under tournament pressure.,The raw disparity in squad quality and international pedigree.,"If Portugal had converted an early scoring opportunity, DR Congo's defensive block would have likely broken down.","yes, I would lower the stake or avoid straight bets on heavy favorites in opening group matches due to high variance.",0.85,,21
m22,2026-06-17,L,England,Croatia,4,2,team_a_win,0.58,0.26,0.16,team_a_win,50,"England's flawless UEFA qualifying record under Thomas Tuchel reveals a highly structured tactical approach that minimizes defensive vulnerabilities while maximizing the impact of elite athletes like Jude Bellingham. Conversely, while Croatia retains formidable ball retention capabilities, their reliance on an aging veteran core makes them highly susceptible to transition-heavy, high-pressing systems in exhausting Texas heat. A $50 stake on England balances confidence in their athletic and tactical superiority against the inherent variance of opening group-stage fixtures.",https://dallasexpress.com/sports/england-gets-world-cup-revenge-shot-against-croatia-in-north-texas/ | https://support.google.com/knowledgepanel/answer/9787176,,,,,,,,correct,True,neither,"England's defensive vulnerabilities in an open game, which allowed Croatia to find the net twice despite expectations of a tight structure.",England's ability to completely minimize defensive risks and cleanly suppress Croatia's scoring opportunities.,"If Croatia's veteran midfield had managed to dictate a slower tempo and avoid transition battles, they might have capitalized further on England's defensive gaps to force a draw.","no, because my core thesis of England's athletic and transition superiority overcoming Croatia's aging core proved fundamentally accurate in securing the victory.",0.9,,22
m23,2026-06-17,L,Ghana,Panama,1,0,team_a_win,0.48,0.31,0.21,team_a_win,55,"Ghana boasts a superior attacking frontline with dynamic players like Antoine Semenyo and Iñaki Williams, showing improved tactical cohesion and mid-block pressing under manager Carlos Queiroz in their recent warmup against Wales. Although Thomas Partey's unexpected absence due to Canadian entry issues is a significant midfield blow, Panama's historical struggles against high-intensity squads in major tournaments give the Black Stars a distinct edge.",https://www.theguardian.com/football/2026/jun/11/ghana-world-cup-2026-team-guide | https://www.olympics.com/en/news/fifa-world-cup-2026-ghana-all-players-full-squad-list-key-stats-schedule | https://www.fifa.com/en/match-centre/match/17/285023/289273/400021510,,,,,,,,correct,True,neither,"Panama's defensive resilience, which successfully limited Ghana's dynamic attacking frontline to a narrow one-goal margin.","The severity of Thomas Partey's absence as a midfield blow, which ultimately did not prevent Ghana from controlling the game enough to win.","If Panama had been able to better exploit the midfield instability caused by Partey's absence, they might have salvaged a draw.","no, the forecast accurately identified Ghana's attacking quality as the decisive edge to justify the moderate stake.",0.9,,23
m24,2026-06-17,K,Uzbekistan,Colombia,1,3,team_b_win,0.1,0.18,0.72,team_b_win,100,"Colombia enters the tournament as clear favorites, bringing an experienced squad and a formidable attack led by Luis Diaz and James Rodriguez. As World Cup debutants, Uzbekistan's defense will likely struggle against Colombia's high-caliber pressure, especially after dropping both of their recent warm-up matches. A definitive Colombia victory is the most mathematically and tactically sound outcome.",https://www.covers.com/world-cup/colombia-vs-uzbekistan-prediction-picks-odds-wednesday-6-17-2026 | https://www.rotowire.com/soccer/article/uzbekistan-vs-colombia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-k-118365 | https://www.newsday.com/sports/soccer/james-rodriguez-colombia-world-cup-2026-k42017,,,,,,,,correct,True,neither,"Uzbekistan's attacking capability to secure a goal, as my analysis focused almost exclusively on their defensive vulnerabilities.",none,"If Uzbekistan's defense had managed to weather the initial storm and keep the game scoreless into the second half, Colombia might have played more desperately and forced errors.","no, betting the maximum stake on a heavily favored Colombia proved to be the correct value decision given the distinct skill gap.",0.95,,24
m25,2026-06-18,A,Mexico,Korea Republic,1,0,team_a_win,0.45,0.3,0.25,draw,100,"Both teams secured opening victories and share the top of Group A, meaning a mutually beneficial draw places both in a prime position to advance to the knockout rounds. Mexico's defense is weakened by César Montes's red card suspension, while South Korea's disciplined low-block approach and early altitude acclimation point strongly toward a cautious, low-scoring stalemate.",https://www.covers.com/world-cup/mexico-vs-south-korea-prediction-picks-odds-thursday-6-18-2026 | https://www.rotowire.com/soccer/article/mexico-vs-south-korea-picks-tips-odds-best-bets-2026-world-cup-group-a-118649,,,,,,,,incorrect,True,neither,Mexico's attacking quality and ability to break down South Korea's low block despite a cautious game script.,The game theory assumption that both teams would settle for a mutually beneficial draw.,"If South Korea had managed to score on a counter-attack against a weakened Mexican defense, the match would have likely ended in the predicted draw.","yes, I would trust my highest assigned probability (45% for a Mexico win) instead of betting on a narrative-driven draw.",0.9,,25
