match_id,date,stage,team_a,team_b,final_score_a,final_score_b,outcome,decided_by,pen_a,pen_b,advanced,pre_p_team_a_win,pre_p_draw,pre_p_team_b_win,pre_bet_pick,pre_bet_stake_usd,pre_reasoning,pre_key_sources,refl_outcome_vs_prediction,refl_was_well_calibrated,refl_luck,refl_key_factor_missed,refl_key_factor_overweighted,refl_counterfactual,refl_would_bet_differently,refl_confidence,_parse_issue,file_order
m83,2026-07-02,round_of_32,Switzerland,Algeria,2,0,team_a_win,regulation,,,team_a,0.53,0.27,0.2,team_a_win,35,"Switzerland won Group B unbeaten (7 goals scored, 3 conceded) on a 9-match unbeaten run with midfield control via Xhaka/Freuler and no major injuries, while Algeria backed into R32 as a third-place team having conceded 7 goals in 3 games, with key forward Amoura a major doubt and goalkeeper uncertainty (Zidane/Benbot). Market and prediction platforms price a Swiss 90-min win near 50-54% and my estimate leans slightly higher given the fresh Algeria injury/keeper news, so I back Switzerland but keep the stake modest since the edge over the price is thin and single-game knockout variance (plus Mahrez's threat) is real.",https://www.squawka.com/us/news/world-cup/match-preview-switzerland-vs-algeria-07-03-26-world-cup-2026-round-of-32/ | https://www.vavel.com/en/international-football/2026/07/01/1264874-switzerland-vs-algeria-2026-world-cup-round-of-32-preview.html | https://www.rotowire.com/soccer/article/switzerland-vs-algeria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120535 | https://onefootball.com/en/news/world-cup-2026-r32-switzerland-vs-algeria-prediction-knockout-preview-best-bets-43072417,correct,True,neither,"I gave Algeria too much credit for scoring (they'd scored in all 3 group games), but their injury-hit attack was fully shut out — Switzerland's defense was better than the 'conceded in every group game' narrative implied.","Knockout-tightening draw risk and Algeria's counter-attacking threat via Mahrez, which never materialized in what was a fairly controlled Swiss win.","Had Amoura been fully fit and Algeria scored an early goal, the tie could have been genuinely tight, but Switzerland's midfield control still made them the likely progressor.","no, the pick was right and the modest $35 stake was appropriate given a thin edge over an efficient market and real single-game variance.",0.7,,10
m84,2026-07-02,round_of_32,Portugal,Croatia,2,1,team_a_win,regulation,,,team_a,0.53,0.28,0.19,draw,10,"De-vigged market odds imply roughly Portugal 54% / draw 27% / Croatia 19%, and I broadly agree—Portugal have deeper, more talented attackers versus an aging Croatia side that shipped four to England. My only lean is that a regulation draw is marginally underpriced: Portugal were held to 0-0 by Colombia and 1-1 by DR Congo, and Croatia's Modric-Kovacic core is built to slow the game and grind knockouts, so the best available draw price (~+275) offers a thin positive-EV edge worth a small stake. This is a marginal-value play, not a confident one—hence the modest $10 rather than backing a short-priced favorite with no edge.",https://www.espn.com/soccer/odds/_/gameId/760496 | https://www.sportsline.com/insiders/portugal-vs-croatia-odds-lines-predictions-2026-world-cup-round-of-32-picks-from-proven-soccer-expert/ | https://www.topendsports.com/en-us/sports-betting/soccer/world-cup/predictions/portugal-vs-croatia/ | https://www.rotowire.com/soccer/article/portugal-vs-croatia-picks-odds-best-bets-2026-world-cup-round-of-32-120682 | https://sports.yahoo.com/articles/world-cup-2026-r32-portugal-160500038.html,partially_correct,True,neither,"In a win-or-go-home knockout, Portugal's raw talent edge was more likely to assert itself than in low-stakes group games; I underweighted how knockout urgency plus Croatia's England-exposed defensive frailty would let Portugal's attack convert.","Portugal's 'frustration-prone' group form (0-0 with Colombia, 1-1 with DR Congo) as evidence they'd be held again, and Croatia's aging-core 'tempo control' as a draw driver.","It finished 2-1, so a single late Croatia equalizer would have produced the regulation draw and cashed my bet—the outcome hinged on one goal.","yes—the draw edge rested on an overextended narrative and was within estimation noise, so no_bet was the more disciplined call.",0.6,,11
m85,2026-07-02,round_of_32,Spain,Austria,3,0,team_a_win,regulation,,,team_a,0.71,0.18,0.11,team_b_win,10,"Spain are deserved heavy favorites—three group-stage clean sheets, superior squad depth and Yamal—and my 90-minute estimate (Spain 71% / draw 18% / Austria 11%) closely tracks both Opta's supercomputer (70.6/17.3/12.2) and de-vigged FanDuel lines. That makes Spain's -300 moneyline slightly negative-EV after vig (breakeven ~75% vs my 71%), and the draw is roughly fair, so there is no edge backing the favorite. The only marginal value is Austria at +900 (implied ~10%), a hair below my 11% and Opta's 12.2%, so I stake a small speculative amount on the underdog while acknowledging the edge is thin and within model noise.",,correct,True,neither,I underweighted how completely Spain's midfield control would smother Austria's press and expose their leaky defense—the 3-0 margin points to a wider quality gap than my 71% implied.,"I gave too much credence to Austria's 'upset path' (Spain missing wide attackers, Rodri below form, Yamal-dependence), which justified a small value bet on a longshot whose real edge was within model noise.","Even if Austria had converted an early press turnover, Spain's control and squad depth likely still produce a win, so the result looks robust rather than scoreline-fragile.","yes—I'd pass (no_bet), since the ~1-point Austria edge over the implied price was illusory and the disciplined move was to avoid a -EV-after-vig favorite and a noise-level longshot alike.",0.7,,12
m86,2026-07-03,round_of_32,Colombia,Ghana,1,0,team_a_win,regulation,,,team_a,0.64,0.22,0.14,team_b_win,15,"Colombia are clear favorites—unbeaten Group K winners (7 pts, conceded once) with superior individuals (Díaz, Rodríguez, Muñoz) and no injuries; Opta simulations and the market both land ~64-65% for Colombia, matching my read, so there's no edge backing the favorite at -188. Ghana are blunt (2 goals, 2.86 xG in the group) but Queiroz's disciplined low block frustrated England, and Colombia's habit of grinding out tight 1-0s (24 shots, 0 goals vs Portugal) keeps upset/penalty variance live. Ghana at ~+700 is the only positive-EV option under my 14% estimate versus the ~12.5% implied, so a small longshot value stake is the disciplined play.",https://theanalyst.com/articles/colombia-vs-ghana-prediction-world-cup-2026-match-preview | https://www.squawka.com/ca/news/world-cup/match-preview-colombia-vs-ghana-world-cup-2026-round-of-32/ | https://shekicks.net/world-cup-r32-colombia-ghana-predictions/ | https://www.goal.com/en-sa/news/colombia-ghana-world-cup-preview/bltc918b39193cee468,partially_correct,True,neither,I underweighted how completely Ghana's attacking impotence (2 goals all tournament) capped their realistic win chance—my 14% was likely a touch generous versus the market's ~12.5%.,"Knockout upset variance and Colombia's trouble breaking down low blocks, which I used to justify the Ghana longshot even though Colombia still ground out their trademark 1-0.","If Ghana had manufactured one clean counter-attacking chance for Semenyo or Sulemana it might have forced a draw, but given their tournament-long attacking drought that scenario was always improbable.","yes—no_bet, because both the market and Opta matched my own read, so my thin Ghana edge was within noise and didn't justify staking on a longshot.",0.82,,13
m87,2026-07-03,round_of_32,Argentina,Cabo Verde,3,2,team_a_win,regulation,,,team_a,0.84,0.12,0.04,no_bet,0,"Argentina are reigning champions in excellent form (three group wins, eight goals, Messi leading scorers with six) versus debutants Cape Verde, who reached the Round of 32 on defensive resilience but minimal attacking output and now face a clear step up in opponent quality. Market consensus (Kalshi ~87%, bet365 -600, Oddsshark implied ~85-95%) closely matches my ~84% estimate, so backing Argentina carries negative EV after vig, while the draw (~12%) and the upset (~4%) offer no clear enough edge to justify a stake. Cape Verde's 0-0 vs Spain shows they can frustrate elite sides, but that value is already priced in, so the disciplined play is to pass.",https://www.squawka.com/us/news/world-cup/match-preview-argentina-vs-cape-verde-07-03-26-world-cup-2026-round-of-32/ | https://www.espn.com/soccer/odds/_/gameId/760500 | https://www.oddsshark.com/soccer/world-cup/argentina-cape-verde-odds-picks-2026 | https://sports.yahoo.com/articles/world-cup-2026-r32-argentina-092500864.html | https://www.aljazeera.com/sports/2026/6/27/cape-verde-qualify-for-world-cup-round-of-32-set-up-date-with-argentina,correct,True,neither,"Cape Verde's counter-attacking/transition scoring threat — they had already put two past Uruguay in the group stage, a signal I dismissed by framing their run as purely defensive; scoring twice against Argentina shows I underrated their ability to hurt elite sides.","The 'one-sided mismatch' narrative and Argentina's defensive control — I assumed the quality gap would yield a comfortable, low-danger win rather than the open 3-2 thriller it became.","If Cape Verde had converted one more chance to make it 3-3, the match would have gone to extra time and the outcome could easily have swung the other way.","no — my no-bet on the moneyline was disciplined and the near-upset confirms Argentina at ~-600 offered poor value, though in hindsight a both-teams-to-score or over 2.5 goals bet would have won.",0.75,,14
m88,2026-07-03,round_of_32,Australia,Egypt,1,1,draw,penalties,2,4,team_b,0.29,0.35,0.36,draw,20,"Sportsbooks (FanDuel/bet365) price Egypt ~+150, draw ~+190, Australia ~+230, implying de-vigged probabilities near Egypt 38% / draw 33% / Australia 29%; Egypt is a modest favorite on Salah's and Marmoush's individual quality. I nudge Egypt down and the draw up because Salah is managing a hamstring strain (cleared to feature but possibly not starting), Australia's profile is a classic draw-magnet (elite defensive structure, failed to score in two of three group games), and books set a very low goal total (o/u 1.5-2.5) signaling a tight, cautious knockout tie. A small stake on the draw at +190 is the only outcome offering marginal positive expected value against my estimate; the market is otherwise efficient, so the stake is kept conservative.",https://www.cbssports.com/soccer/news/australia-egypt-odds-prediction-time-2026-world-cup-round-32-picks/ | https://www.squawka.com/ca/news/world-cup/match-preview-australia-vs-egypt-world-cup-2026-round-of-32/ | https://www.rotowire.com/soccer/article/australia-vs-egypt-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120684 | https://worldofsports.io/a/the-athletic-football/mohamed-salah-fit-egypt-australia-world-cup-1783033113 | https://sports.yahoo.com/articles/world-cup-2026-r32-australia-082000795.html,correct,True,neither,"I underweighted Australia's ability to actually score in a knockout — they got on the scoresheet (1-1) despite my 'chronic shortage of attacking threat' framing that implied a 0-0-type grind; it didn't hurt the draw bet, but my goal-suppression read was slightly too strong.","Salah's hamstring as a dampener on Egypt — I shaded Egypt down for it, yet Egypt still produced enough to draw and then advanced on penalties, so the downgrade was a touch aggressive.","If Australia had held their nerve from the spot (they lost the shootout 4-2), they would have advanced instead of Egypt, but the regulation 1-1 draw — the outcome I forecast and staked on — would have been unchanged.","no — the process was sound: I correctly identified a defensively-solid, low-scoring, Salah-compromised tie as more draw-prone than the market priced, and the small-stake draw bet at +190 profited.",0.8,,15
m89,2026-07-04,round_of_16,Paraguay,France,0,1,team_b_win,regulation,,,team_b,0.06,0.15,0.79,no_bet,0,"Team A is Paraguay (W74), Team B is France (W77). France are deserved heavy favorites — four wins, no losses, Mbappé leading the Golden Boot race, and elite attacking depth (Dembélé, Olise, Barcola) behind a solid back line, while Paraguay are a defensively stubborn Cinderella who beat Germany on penalties but carry attacking injury doubts (Enciso, Alderete). My numbers sit essentially on the market/Kalshi consensus (~80% France, ~14% draw, ~6% Paraguay), so France at -500/-600 is clearly negative EV, and the razor-thin edges on the draw or a Paraguay upset shrink to sub-1% Kelly stakes — the disciplined call is to pass.",https://www.foxsports.com/stories/soccer/2026-world-cup-round-of-16-odds-who-will-make-round-16 | https://www.squawka.com/us/news/world-cup/match-preview-paraguay-vs-france-07-04-26-world-cup-2026-round-of-16/ | https://www.sportsbettingdime.com/news/soccer/france-vs-paraguay-odds-for-round-of-16/ | https://6abc.com/live-updates/2026-world-cup-live-updates-philadelphia/19264999/ | https://www.espn.com/soccer/story/_/id/48939282/2026-fifa-world-cup-fixtures-results-match-schedule-group-stage-knockout-rounds-bracket,correct,True,neither,"none — if anything, the 1-0 vindicated my sub-market view that Paraguay's low block would suppress France's scoring rather than allow the projected 3-0 blowout.","none material; Paraguay's attacking-injury doubts (Enciso, Alderete) mattered less than expected since the game hinged on their defense, which held France to a single goal.","The match was one goal from a draw-and-penalties scenario, so had Paraguay converted a counter or defended the decisive goal, the outcome could plausibly have flipped.","no — France won but only 1-0, and the -EV France price plus sub-1% Kelly edges on the draw/Paraguay make no_bet process-correct regardless of the result.",0.8,,16
m90,2026-07-04,round_of_16,Canada,Morocco,0,3,team_b_win,regulation,,,team_b,0.2,0.28,0.52,no_bet,0,"Team A is Canada (W73, beat South Africa 1-0) and Team B is Morocco (W75, beat Netherlands on penalties). Morocco is the clear side to back — 2022 semifinalists, AFCON champions on a long unbeaten run, deeper and more talented (Hakimi, Diaz, Saibari), and 3-1 all-time vs Canada — while Canada is organized and dangerous through Jonathan David but inconsistent and missing Kone. My estimates land essentially on top of the de-vigged market (Morocco ~53%, draw ~27%, Canada ~19%) and prediction-market prices (Kalshi ~55/27/18), so there is no exploitable edge; the only marginal value is the draw, given both teams' strong low-scoring/under trends and a cautious favorite prone to extra time, but the edge is too thin to stake.",https://www.espn.com/soccer/odds/_/gameId/760502 | https://www.squawka.com/us/news/world-cup/match-preview-canada-vs-morocco-07-04-26-world-cup-2026-round-of-16/ | https://www.racingpost.com/sport/football-tips/world-cup-2026/canada-vs-morocco-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-a8g839o3X52y/ | https://www.si.com/betting/canada-vs-morocco-prediction-odds-best-prop-bet-for-world-cup-round-of-16-01kwfjk4k2j2 | https://www.espn.com/soccer/bracket,correct,True,neither,"Morocco's ceiling — I underweighted the quality/depth gap and their ability to convert dominance into a comfortable multi-goal win, not just a narrow one.","The 'two organized, low-scoring sides = tight, draw-prone game' thesis, plus Canada's flattering underlying xG numbers, which pulled my draw probability up and my picture of the margin toward a coin-flip grind.","If Canada had taken an early chance to level the game state, it might have stayed competitive longer, but Morocco's clear superiority means they most likely still win.","no — no_bet was the disciplined and correct call, and the marginal draw lean I declined to stake would have lost, so restraint was validated.",0.7,,17
m91,2026-07-05,round_of_16,Mexico,England,2,3,team_b_win,regulation,,,team_b,0.33,0.29,0.38,team_a_win,25,"England (FIFA #4) have the superior squad and Kane in historic form (5 goals in 4 games), so the market rightly makes them slight favorites (~+140, implied ~40%). But Mexico enters unbeaten with four clean sheets and, crucially, plays at the Azteca (2,200m altitude, hostile crowd) where they've lost just twice in 89 competitive matches and no World Cup side has beaten them in 10 attempts—an edge markets tend to underprice, especially with England's right side depleted by injuries (James, Quansah out, Rice hampered). At plus-money (~+205/+210), Mexico offers modest value, so I take a small disciplined stake rather than backing a fully-priced favorite.",https://www.tntsports.co.uk/betting/tips/mexico-vs-england-prediction-tips-and-odds-world-cup-2026/ | https://www.oddsshark.com/soccer/world-cup/mexico-england-odds-july-5-2026-2539911 | https://www.espn.com/soccer/match/_/gameId/760505/england-mexico | https://www.covers.com/world-cup/mexico-vs-england-prediction-picks-odds-sunday-7-5-2026 | https://www.olympics.com/en/news/fifa-world-cup-2026-how-to-watch-mexico-vs-england-round-16-head-to-head-full-schedule,partially_correct,True,neither,England's individual attacking quality (Kane/Bellingham/wide pace) was decisive enough to score three away at altitude—I underweighted how much elite finishing can neutralize a fortress venue.,"The Azteca altitude/home-crowd 'fortress' effect, which I let push Mexico up and drive the bet even though it wasn't enough to overcome the talent gap.","If Mexico had converted a chance against England's injury-depleted right flank to level late, the 3-2 becomes a draw or 3-3, but England's finishing edge realistically decided it.","yes—I backed Mexico on a ~2% thin edge while my own model made England the modal pick, so I should have chosen no_bet or a much smaller stake rather than $25 against my own favorite.",0.72,,18
m92,2026-07-05,round_of_16,Brazil,Norway,1,2,team_b_win,regulation,,,team_b,0.5,0.27,0.23,team_b_win,15,"The de-vigged market consensus is roughly Brazil 52% / draw 26% / Norway 22%, and Brazil is the higher-quality, better-defended side (0.74 xGA per game), so this is close to a fair line. I lean marginally toward Norway being underpriced because Brazil's midfield is depleted (Paqueta out, Raphinha only bench-fit), their fullbacks are exploitable by Nusa/Odegaard, and Haaland has a strong scoring record versus Brazil's specific center-backs (6 goals in 11 vs Gabriel). Norway to win outright at the best price (+360 ≈ 21.7% implied) offers a thin positive-EV value lean, so I stake a small amount rather than backing the efficient Brazil/draw prices.",https://www.sportsbettingdime.com/news/soccer/brazil-vs-norway-odds-opening-moneyline-total-odds-advance-round-16/ | https://www.cbssports.com/soccer/news/brazil-norway-odds-prediction-time-2026-world-cup-round-of-16-picks/ | https://www.espn.com/soccer/story/_/id/49256507/brazil-vs-norway-fifa-world-cup-2026-tv-channel-how-watch-kickoff-live-stream-injury-predicted-lineups | https://sports.yahoo.com/soccer/betting/article/world-cup-round-of-16-picks-predictions-best-bets-for-every-match-including-brazil-norway-and-us-belgium-194041100.html | https://www.goal.com/en-us/news/brazil-norway-world-cup-preview/blt6910d0cef5c2220b,partially_correct,True,lucky,"I underweighted how thoroughly Brazil's depleted midfield (Paqueta out, Raphinha unfit) would fail to control the game, letting Norway's Haaland-Odegaard axis dictate a full win rather than just a scare.","Brazil's pedigree and defensive record (0.74 xGA/game, clean sheets) — I let their class anchor them at 0.50 despite citing structural fragilities that my own reasoning suggested were more decisive.","If Brazil had a fit, functioning midfield to shield their exploitable fullbacks, the game likely swings back to a Brazil win or draw.","no — the Norway value lean was correct on process and the stake was appropriately small for a thin edge, so increasing it based on one favorable result would just be outcome bias.",0.65,,19
m93,2026-07-06,round_of_16,USA,Belgium,1,4,team_b_win,regulation,,,team_b,0.38,0.27,0.35,team_a_win,15,"The market is essentially a pick 'em (Opta: USA 37.2% / Belgium 36.5%; no-vig book lines ~36% each, draw ~28%), so there's no large edge in any direction. I nudge slightly toward the USA on home advantage in Seattle, a partisan crowd, strong tournament form (2+ goals in all four games), and Balogun's reinstatement, against a Belgium side that has underwhelmed and needed a late miracle to survive Senegal. The best available USA price (+170, ~37% breakeven) gives a thin positive-EV lean, so I take only a small stake given genuine uncertainty and Belgium's higher individual ceiling and lopsided head-to-head history.",https://theanalyst.com/articles/usa-vs-belgium-prediction-world-cup-2026-match-preview | https://www.vegasinsider.com/soccer/usa-belgium-odds-world-cup-2026/ | https://sports.yahoo.com/soccer/betting/article/world-cup-2026-odds-usmnt-opens-as-small-favorite-vs-belgium-in-round-of-16-165955306.html | https://www.espn.com/soccer/story/_/id/49269414/usa-vs-belgium-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups | https://www.oddsshark.com/soccer/world-cup/usa-belgium-odds-july-6-2026-2539914,incorrect,False,neither,"Belgium's individual attacking quality and the predictive weight of their recent 5-2 head-to-head win, which I explicitly discounted as 'just friendlies' but which signaled a real talent gap that showed up as a 3-goal margin.","USA's home-field advantage and partisan Seattle crowd, plus their tournament goal-scoring form, which I let nudge me to the wrong side of a pick-'em market.","Given the decisive 4-1 margin, no single change (crowd, an early goal, one lineup tweak) plausibly flips the result—a more compact USA midblock might have narrowed it but almost certainly not won it.","yes—I would have chosen no_bet or a small Belgium lean, respecting the individual-quality and head-to-head signals over the home bump.",0.6,,20
m94,2026-07-06,round_of_16,Portugal,Spain,0,1,team_b_win,regulation,,,team_b,0.24,0.29,0.47,draw,20,"Market and models converge on Spain as clear favorites (Opta 49.2%, Kalshi 51%, bet365 -111), driven by four clean sheets and a 34-game unbeaten run; my Spain and Portugal numbers essentially match the market, so neither offers value. The one soft edge is the draw at +250 (implied ~28.6%): this Iberian derby has produced repeated draws (3-3 in 2018, 2-2 in 2025, plus 0-0/1-1 meetings), both sides have played cautiously (Portugal 0-0 vs Colombia, Spain 0-0 vs Cape Verde), and Spain's clean sheets came against weaker attacks than Portugal's, so I shade the 90-min draw slightly higher than the market and stake small given the thin edge and high knockout variance.",https://theanalyst.com/articles/portugal-vs-spain-prediction-world-cup-2026-match-preview | https://www.squawka.com/us/news/world-cup/match-preview-portugal-vs-spain-07-06-26-world-cup-2026-round-of-16/ | https://www.si.com/soccer/portugal-vs-spain-world-cup-preview-predictions-lineups-7-6-26 | https://www.racingpost.com/sport/football-tips/world-cup-2026/portugal-vs-spain-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-aQaQA8A381e9/,partially_correct,True,neither,"Spain's quality edge means a tight, low-scoring game favors them to nick it 1-0 rather than stay level; I treated 'tight' as 'likely drawn' when tight matches usually break toward the better side.","The Iberian derby's history of high draw frequency and both teams' cautious tendencies, which led me to shade the draw above the market and stake on it.","If Portugal had converted one of their chances the game likely finishes level, so the single-goal result hinged on fine margins rather than a clear performance gap.","yes, I would have chosen no_bet since my draw lean rested on a soft qualitative edge that was quantitatively negligible against an efficient market.",0.7,,21
m95,2026-07-07,round_of_16,Switzerland,Colombia,0,0,draw,penalties,4,3,team_a,0.28,0.31,0.41,team_a_win,25,"The market, Opta (Colombia 41.9% in 90 min), and Kalshi all converge on Colombia as slight favorites (~42%), a draw ~31%, and Switzerland ~27% — an unusually tight, low-scoring knockout between two mean defenses (Colombia conceded 1 in 4; Switzerland on 3 straight wins). I nudge Switzerland up modestly because Colombia has failed to beat any European side in 2026 (D1 L2 vs Croatia/France/Portugal), while Switzerland brings form (unbeaten in 10), an emerging Manzambi, and a third consecutive match at BC Place. At the best-available 11/4 (3.75) that lean creates thin positive EV, so I take a small value stake on Switzerland rather than the vig-laden favorite.",https://www.squawka.com/us/news/world-cup/match-preview-switzerland-vs-colombia-07-07-26-world-cup-2026-round-of-16/ | https://theanalyst.com/articles/switzerland-vs-colombia-prediction-world-cup-2026-match-preview | https://www.si.com/soccer/switzerland-vs-colombia-world-cup-preview-predictions-lineups-7-7-26 | https://vsin.com/soccer/switzerland-vs-colombia-prediction-2026-fifa-world-cup-picks/ | https://www.juvefc.com/world-cup-round-of-16-switzerland-colombia-predictions/,partially_correct,True,neither,"My own reasoning flagged a low-scoring, extra-time-bound tie between two elite defenses, yet I underweighted that this pointed to the draw as the outcome most likely to actually hit in regulation (0-0), which it did.","The thin line-shopping 'value' on Switzerland at 11/4 plus the Colombia-can't-beat-Europeans fade — I let a marginal, self-generated edge push me onto the underdog to win outright, when Colombia (my modeled favorite) advanced.","If either side had converted a single clear chance in regulation the tie avoids penalties and could have produced a decisive result, but as a 0-0 shootout my team_a_win pick was always going to lose regardless of who advanced.",yes — consistent with my own tight/low-scoring read I should have backed the draw or chosen no_bet rather than betting Switzerland to win a game I expected to be decided by a coin-flip shootout.,0.8,,22
m96,2026-07-07,round_of_16,Argentina,Egypt,3,2,team_a_win,regulation,,,team_a,0.68,0.2,0.12,team_b_win,5,"Argentina are deserved heavy favorites (Opta 69.1%, market ~70% de-vigged), and their money line (-290) and the draw (+370) both price in a bigger edge than I'd give them, especially after they were nearly upset by Cape Verde and are carrying fatigue/injury concerns (Messi 39 and admittedly tired, no subs left last game, González/Medina doubtful). My Egypt estimate of ~12% (aligned with Opta's 12.3%) sits above the +900 implied ~10%, making Egypt the only positive-EV option, so I take a deliberately small, high-variance longshot stake while passing on the -EV favorite and draw. This is a speculative thin-edge bet, not a confidence play — Argentina remain far more likely to win.",https://theanalyst.com/articles/argentina-vs-egypt-prediction-world-cup-2026-match-preview | https://www.cbssports.com/soccer/news/argentina-egypt-odds-prediction-time-2026-world-cup-round-of-16-picks-messi-best-bets/ | https://www.aljazeera.com/news/2026/7/6/argentina-vs-egypt-fifa-world-cup-last-16-messi-salah-prediction-kickoff-news | https://www.espn.com/soccer/story/_/id/49277696/fifa-world-cup-2026-argentina-vs-egypt-tv-channel-how-watch-kickoff-live-stream-referee-predicted-lineups-lionel-messi,correct,True,neither,"I failed to separate Egypt's realistic ceiling (staying competitive and scoring) from what my bet actually needed (an outright win); the 3-2 mirrored the Cape Verde game almost exactly, which my qualitative reasoning had flagged but my bet ignored.","Argentina's fatigue and defensive vulnerability as a driver of an Egypt victory — those factors translated into Egypt goals, not into Egypt actually winning.","If Egypt had converted one more chance to force 3-3 it would have gone to extra time, but Argentina's superior quality made an outright Egypt win unlikely regardless, so the winner almost certainly does not change.","yes — not because the longshot lost (that was the ~88% base case), but because the edge was within my estimate's noise and Egypt's plausible upside was scoring rather than winning, so I'd pass on the money line or express it via a goals/both-teams-to-score market instead.",0.7,,23
m97,2026-07-09,quarter_final,France,Morocco,2,0,team_a_win,regulation,,,team_a,0.61,0.25,0.14,no_bet,0,"France are the tournament's most complete side (unbeaten, 14-2 goal difference, deep attack led by in-form Mbappé), while Morocco lose top scorer Ismael Saibari to a hamstring injury, blunting their attack; France's minor concern is Tchouaméni's thigh, well covered by Koné/Rabiot. My regulation-time estimates (France ~61% / Draw ~25% / Morocco ~14%) sit right on top of the vig-free market and the Opta (60.9%) and Kalshi (62/24/14) consensus, so I have no informational edge. At FanDuel's -175 / +290 / +550 lines every outcome carries negative expected value after the bookmaker margin, so the disciplined call is to pass.",https://www.fanduel.com/research/france-vs-morocco-prediction-picks-lineups-and-best-bets-thursday-world-cup-quarterfinal | https://www.squawka.com/us/news/world-cup/match-preview-france-vs-morocco-07-09-26-world-cup-2026-quarterfinals/ | https://www.goal.com/en-us/news/france-morocco-world-cup-preview/bltf89b962959710dc1 | https://www.espn.com/soccer/match/_/gameId/760510/morocco-france,correct,True,neither,none,"The draw probability (0.25) was likely a touch high; with Saibari out, Morocco's attack was gutted, and the clean sheet suggests a decisive France regulation win was a bit more probable than I allowed.","Had Saibari been fit, Morocco might have generated a goal and made it tenser, but France's overall superiority meant a French win was still the likely result.","no, because no_bet reflected a genuine lack of edge against efficient market pricing, and the outcome landing on the favorite does not retroactively make betting into negative EV correct.",0.82,,24
m98,2026-07-10,quarter_final,Spain,Belgium,2,1,team_a_win,regulation,,,team_a,0.58,0.24,0.18,team_a_win,30,"Spain are clear favorites in this LA quarterfinal: the only side yet to concede at the tournament, reigning European champions, and fully fit, whereas Belgium are potent in attack (De Bruyne, Lukaku, De Ketelaere, Trossard) but defensively leaky (conceded in three straight wins) and have lost midfielder Amadou Onana to a tournament-ending ACL injury. My probabilities sit close to the market (Spain ~-155, Draw +290, Belgium +425 imply ~58/24/18 after removing vig), so there is little pure value, but Spain is my highest-conviction outcome, hence a modest stake rather than a large one. Belgium's ceiling and Spain's tendency to win tight (1-0 vs Portugal) keep meaningful draw/upset probability, so I avoid overcommitting.",https://www.espn.com/soccer/match//gameId/760511/belgium-spain | https://www.espn.com/soccer/story//id/49293727/spain-vs-belgium-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups | https://www.whoscored.com/matches/1998994/preview/international-fifa-world-cup-2026-spain-belgium | https://www.rotowire.com/soccer/article/spain-vs-belgium-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-quarterfinal-121774,correct,True,neither,"Belgium's attacking talent breaching Spain's defense — Spain conceded for the first time in the tournament, which I treated as unlikely given their clean-sheet streak.","Spain's 'yet to concede' record; I leaned on it as a signal of defensive impregnability, but they gave up a goal as I'd half-flagged Belgium could.","If Belgium had converted an additional chance to equalize the 2-1, the match likely goes to extra time and the outcome becomes a coin flip.",no — the pick was correct and the conservative stake was appropriate given the short price and the genuinely competitive one-goal margin; betting bigger in hindsight would just be outcome bias.,0.8,,25
m99,2026-07-11,quarter_final,Argentina,Switzerland,3,1,team_a_win,regulation,,,team_a,0.56,0.25,0.19,team_b_win,15,"Argentina are rightful favorites — defending champions, Messi leading the Golden Boot with 8 goals, and an 11-match unbeaten World Cup streak — with both the de-vigged market and Opta's supercomputer placing them near 56-57% in regulation. But Argentina have been defensively fragile (conceding from 56% of shots on target faced, needing late 3-2 escapes vs Cape Verde and Egypt), while Switzerland haven't trailed once all tournament and match up well as a disciplined defensive side, so I nudge the Swiss slightly above the ~18% implied upset price. That plus-money (+450) edge is small and speculative, so I stake only a modest $15 on Switzerland rather than the negative-EV favorite or draw.",https://theanalyst.com/articles/argentina-vs-switzerland-prediction-world-cup-2026-match-preview | https://www.espn.com/soccer/match//gameId/760513/switzerland-argentina | https://www.goal.com/en/news/argentina-switzerland-world-cup-preview/blt56771f21b33a6f41 | https://www.espn.com/soccer/story//id/49313407/argentina-vs-switzerland-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups,correct,True,neither,"The attacking-quality gap (Messi and Argentina's forwards) was large enough to break down even a disciplined defense, making a comfortable margin more likely than my 'this will be tight' framing implied.","Switzerland's 'never trailed all tournament' defensive record, which had been built against weaker attacks and which I used to manufacture a thin value lean.","If Switzerland had scored first and forced Argentina to chase, the game could have been tighter, but Argentina's superior quality still made them likely winners regardless.","yes — I'd go no_bet, not because the underdog lost (an ~18% shot loses most of the time) but because the edge I claimed was too thin and narrative-driven to justify staking value.",0.7,,26
